A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
117,Cd,48,5777 23,1 00,11164 71,3 41,1322 98,13 49
117,In,49,8764 61,4 89,7519 53,4 88,8506 96,26 65
117,Sn,50,6943 10,0 47,9436 97,0 53,16212 41,10 39
117,Sb,51,9888 71,9 89,4402 54,8 44,22146 45,62 98
117,Te,52,7897 77,31 02,5562 23,14 41,27637 66,250 70
117,I,53,11015 16,100 08,2456 09,38 30,33965 202,12337 49
117,Xe,54,9209 93,16 67,3982 07,97 15,*,27 30
117,Cs,55,12522 118,735 34,63 76,*,46 63,57 5456
117,Ba,56,10949 321,2704 270,*,270 2088,56 260,24 15274
117,La,57,13897 371,820 10,3 00,*,283 4299,225 13858
0118,Mo,42,4532 707,*,500 *,3588 709,*,
118,Tc,43,3479 566,14909 641,35764 401,8421 641,5823 566,6789 643
118,Ru,44,5841 477,16167 448,29442 201,4907 359,3924 814,6864 448
118,Rh,45,4061 40,25 78,12686 57,433 82,22340 75,25 44
118,Pd,46,7035 59,7 61,13780 34,9 18,16264 11,2 53
118,Ag,47,5443 09,13 80,10418 28,7 68,8442 42,3 93
118,Cd,48,8354 57,20 02,11808 60,24 17,994 94,27 23
118,In,49,6356 49,6 02,8098 79,7 82,6257 16,21 23
118,Sn,50,9326 42,0 13,9998 78,4 86,13573 80,10 39
118,Sb,51,7427 99,8 95,4887 43,2 98,19586 85,13 10
118,Te,52,10672 49,22 86,6346 02,20 32,25342 196,9836 37
118,I,53,8606 29,32 81,3164 61,23 91,31411 301,15008 72
118,Xe,54,11965 04,14 68,4931 95,28 18,*,99 97
118,Cs,55,9987 59,63 70,1513 00,16 44,*,16 18
118,Ba,56,12968 318,3150 205,*,220 2209,221 11949,196
118,La,57,11161 361,609 391,*,361 4324,361 15786,317
0119,Tc,43,4653 643,15030 709,38275 503,6510 709,5993 709,*
119,Ru,44,3376 359,16064 499,31413 300,6528 499,3756 422,5418 582
119,Rh,45,6006 65,25 96,12852 200,24876 49,11 84,7377 88
119,Pd,46,4090 47,8 56,13809 41,25 57,18657 12,8 27
119,Ag,47,7163 29,14 92,10545 99,14 91,10828 41,16 60
119,Cd,48,5346 74,42 67,11712 25,37 78,3204 11,38 53
119,In,49,8542 39,8 38,8286 61,21 29,3933 75,28 88
119,Sn,50,6483 49,0 55,10125 78,7 72,11270 61,10 40
119,Sb,51,9549 28,8 24,5110 30,7 69,17169 13,15 93
119,Te,52,7555 91,20 12,6473 94,8 48,22591 09,200 43
119,I,53,10865 80,34 23,3357 92,33 50,28976 301,12040 69
119,Xe,54,8786 67,14 68,5112 34,22 32,34854 500,12352 47
119,Cs,55,11967 00,18 89,1514 97,17 38,*,09 17
119,Ba,56,10307 280,3469 69,200 67,*,81 209,77 2317
119,La,57,13301 424,276 358,*,391 4654,361 12899,316
119,Ce,58,*,583 *,13241 539,1569 590,16286 539,
0120,Tc,43,3218 711,*,503 7823,709 5516,709 *,
120,Ru,44,5519 499,16930 643,33945 401,4488 566,3234 566,8196 641
120,Rh,45,4063 196,13539 357,26914 200,9156 280,5539 475,4786 446
120,Pd,46,6943 47,8 49,14746 23,9 59,20818 32,2 22
120,Ag,47,5077 05,15 37,11532 57,9 38,12766 26,8 47
120,Cd,48,8051 60,37 88,12600 56,15 17,5410 63,4 84
120,In,49,6100 41,40 65,9040 27,54 97,1975 38,42 84
120,Sn,50,9104 66,1 09,10688 06,7 25,8925 95,11 85
120,Sb,51,7014 90,10 54,5641 71,7 22,14529 12,12 30
120,Te,52,10258 12,8 53,7182 78,8 30,20479 35,300 18
120,I,53,8058 77,31 87,3860 78,17 26,26183 300,14654 40
120,Xe,54,11449 33,15 73,5695 86,30 34,32572 500,9509 43
120,Cs,55,9654 90,17 14,2383 20,14 39,*,22 14
120,Ba,56,12369 87,360 84,3872 56,300 49,*,53 300
120,La,57,10852 424,269 361,*,358 4752,391 14569,306
120,Ce,58,13731 707,2100 583,*,583 1735,539 13504,559
0121,Tc,43,4333 709,*,500 *,5715 707,*,
121,Ru,44,3106 566,16818 643,36027 401,6035 643,3607 566,6770 641
121,Rh,45,5507 650,13527 738,29585 85,620 05,7025 687,5874 651
121,Pd,46,3973 60,4 06,14657 196,23014 94,3 49,7351 27
121,Ag,47,6822 64,12 91,11411 74,12 32,15197 50,12 38
121,Cd,48,5187 79,4 20,12711 29,4 87,7471 68,25 92
121,In,49,8178 92,48 49,9167 59,27 67,415 48,27 92
121,Sn,50,6170 21,0 34,10757 87,40 00,6716 28,10 29
121,Sb,51,9253 88,7 62,5790 92,2 67,12497 99,14 52
121,Te,52,7248 83,25 87,7416 71,26 83,17800 67,144 23
121,I,53,10569 78,15 63,4172 43,4 39,24061 300,11640 54
121,Xe,54,8379 88,15 64,6016 97,18 42,29791 401,11995 35
121,Cs,55,11285 01,17 42,2218 88,18 54,35681 501,12402 89
121,Ba,56,9927 52,332 02,4145 17,142 25,*,02 142
121,La,57,12692 424,591 424,*,361 5028,358 11866,300
121,Ce,58,11161 641,2409 500,*,500 1734,500 15311,446
121,Pr,59,*,60 10,00 *,13230 707,*,583
0122,Ru,44,5174 641,17659 707,38462 500,4079 709,3085 709,*
122,Rh,45,3901 688,14322 500,31493 304,8643 500,5348 423,6062 586
122,Pd,46,6505 15,19 85,15655 00,619 75,25325 17,19 71
122,Ag,47,4774 60,40 07,12212 75,38 34,17229 26,38 28
122,Cd,48,7609 86,3 01,13498 52,12 33,9702 09,2 75
122,In,49,5808 08,56 97,9787 89,50 09,2507 72,50 32
122,Sn,50,8815 39,2 33,11394 33,27 31,4586 36,11 37
122,Sb,51,6806 37,0 13,6427 08,2 69,10190 61,33 79
122,Te,52,9840 27,25 81,8003 11,2 13,15705 52,27 99
122,I,53,7900 33,7 17,4823 93,26 29,21537 298,13998 33
122,Xe,54,10945 31,15 11,6392 50,12 33,27481 401,9108 82
122,Cs,55,9113 74,36 59,2952 74,35 21,33365 501,14738 47
122,Ba,56,11935 42,144 62,4795 58,31 39,*,50 29
122,La,57,10424 423,1087 330,*,423 4911,359 13408,298
122,Ce,58,13255 566,2972 500,*,500 1780,500 12363,448
122,Pr,59,11429 707,621 641,*,707 4025,707 15656,583
0123,Ru,44,3001 707,*,500 5411,707 3302,709 *,
123,Rh,45,5351 500,14499 640,34070 400,6398 566,5516 566,8196 642
123,Pd,46,3884 90,789 68,15639 845,27386 44,789 44,6531 19
123,Ag,47,6513 29,49 03,12220 89,36 44,19675 99,30 78
123,Cd,48,4873 12,3 54,13597 04,38 29,11757 98,3 09
123,In,49,7928 93,53 80,10106 95,19 96,4513 37,20 16
123,Sn,50,5946 16,1 15,11532 41,50 01,2567 48,9 82
123,Sb,51,8960 02,2 13,6571 71,2 66,8180 42,12 20
123,Te,52,6929 01,0 08,8125 76,2 13,13517 20,12 20
123,I,53,9934 59,6 07,4918 24,3 44,19293 196,11312 58
123,Xe,54,7965 04,14 64,6457 21,10 79,24962 298,11713 55
123,Cs,55,10970 20,35 80,2977 64,16 43,30814 400,12148 15
123,Ba,56,9117 33,30 46,4799 16,35 80,*,18 18
123,La,57,12179 357,1331 198,*,242 5102,358 10884,196
123,Ce,58,10484 499,3032 422,*,423 2148,423 14249,423
123,Pr,59,13521 640,355 566,*,566 4234,640 12987,500
0124,Ru,44,4952 781,*,600 *,2683 781,*,
124,Rh,45,3601 565,15099 640,35981 401,7971 640,5021 566,7463 640
124,Pd,46,6031 844,16319 499,29844 298,4401 423,2724 687,7696 499
124,Ag,47,4723 37,253 37,13059 36,828 54,21420 11,251 51
124,Cd,48,7358 81,4 03,14442 56,30 88,13823 65,3 35
124,In,49,5511 16,36 43,10744 99,30 69,6495 53,30 66
124,Sn,50,8489 33,2 39,12092 81,19 83,572 77,2 01
124,Sb,51,6467 50,0 06,7093 04,2 66,5888 91,8 44
124,Te,52,9424 48,0 09,8590 22,0 12,11435 55,12 59
124,I,53,7493 32,3 92,5482 55,1 86,17107 12,56 72
124,Xe,54,10484 04,9 69,7006 66,4 05,22746 298,9129 85
124,Cs,55,8759 01,14 68,3771 60,12 65,28580 401,14334 45
124,Ba,56,11506 14,17 40,5335 10,17 40,34564 503,9765 79
124,La,57,9679 204,1892 63,57 95,*,14 63,18 5350
124,Ce,58,12701 422,3554 357,*,422 2139,423 11475,330
124,Pr,59,10992 566,154 499,*,566 4403,566 14686,500
124,Nd,60,*,642 *,10965 709,1760 709,13811 643,
0125,Rh,45,5182 640,15329 781,38477 501,5791 707,5014 707,*
125,Pd,46,3801 499,16519 565,31777 400,5951 565,2824 500,6323 640
125,Ag,47,6391 12,500 87,13419 526,23736 34,433 15,6620 62
125,Cd,48,4717 74,4 16,14436 93,251 52,15674 88,3 25
125,In,49,7677 92,40 80,11064 10,27 19,8360 40,27 05
125,Sn,50,5733 50,0 20,12315 15,30 58,1297 01,2 06
125,Sb,51,8707 34,2 13,7311 05,2 60,4168 32,8 15
125,Te,52,6568 97,0 03,8691 70,0 14,9354 01,11 09
125,I,53,9542 79,1 86,5600 85,0 07,15077 72,26 04
125,Xe,54,7603 28,0 40,7116 62,2 87,20536 196,11461 15
125,Cs,55,10427 93,11 35,3715 50,7 83,26148 300,11871 56
125,Ba,56,8650 51,16 64,5226 60,13 78,32070 401,12085 49
125,La,57,11572 19,62 35,1958 68,28 84,*,27 28
125,Ce,58,9813 357,3688 204,*,277 2750,357 13598,198
125,Pr,59,12860 500,313 423,*,423 4798,500 12250,423
125,Nd,60,11145 643,1737 566,*,566 2044,641 15921,566
0126,Rh,45,3371 707,*,501 7371,781 4644,707 *,
126,Pd,46,5812 565,17149 640,34155 400,3740 565,2364 565,9134 640
126,Ag,47,4232 477,13849 447,25713 203,8420 359,4613 814,5674 447
126,Cd,48,6980 02,3 80,15025 84,433 15,17808 55,2 90
126,In,49,5367 42,38 14,11713 78,27 08,10138 41,27 18
126,Sn,50,8190 18,10 40,12827 41,28 94,3131 72,11 02
126,Sb,51,6208 28,31 86,7785 84,31 75,2042 41,33 43
126,Te,52,9113 69,0 08,9098 04,2 12,7395 45,12 59
126,I,53,7145 43,3 68,6177 31,3 68,12937 85,90 59
126,Xe,54,10024 90,3 95,7598 73,3 81,18326 40,28 16
126,Cs,55,8334 20,12 97,4446 42,10 56,24027 196,14021 40
126,Ba,56,11072 25,16 64,5870 92,14 70,29677 298,9772 24
126,La,57,9285 30,94 17,2593 47,91 17,35623 508,14827 11
126,Ce,58,12234 198,4350 04,38 17,*,86 63,18 2695
126,Pr,59,10455 358,955 277,*,357 4827,357 13974,277
126,Nd,60,13465 499,2342 423,*,499 2101,499 12940,422
126,Pm,61,*,641 *,15886 709,*,640,
0127,Rh,45,4802 781,*,600 *,4794 848,*,
127,Pd,46,3391 640,17169 707,36291 500,5531 707,2574 640,7573 781
127,Ag,47,5831 283,13869 447,28259 200,6391 447,4814 359,7904 447
127,Cd,48,4561 92,12 36,15356 201,19534 28,12 20,6483 34
127,In,49,7194 59,34 24,11928 35,21 30,12087 73,21 46
127,Sn,50,5526 88,14 50,12986 87,28 74,4850 76,10 84
127,Sb,51,8377 55,32 16,7973 21,11 60,459 32,7 54
127,Te,52,6287 65,0 18,9177 41,31 79,5463 73,11 46
127,I,53,9143 91,2 74,6207 53,3 57,11087 80,26 25
127,Xe,54,7245 92,5 40,7699 21,3 40,16342 22,29 17
127,Cs,55,9960 64,11 80,4382 16,6 59,21697 196,11664 03
127,Ba,56,8219 36,16 89,5756 09,15 40,27282 298,11980 81
127,La,57,10993 96,94 17,2515 18,28 85,33110 401,12483 66
127,Ce,58,9230 10,40 18,4294 84,95 00,*,95 38
127,Pr,59,12291 277,1012 198,*,277 5237,357 11362,204
127,Nd,60,10614 422,2501 357,*,423 2479,499 15027,422
127,Pm,61,13508 641,917 499,*,566 4603,643 14011,566
0128,Pd,46,5381 707,17749 781,38872 501,3521 707,2374 707,*
128,Ag,47,4251 361,14729 583,30010 301,7951 500,4364 500,6973 583
128,Cd,48,6565 81,14 11,16091 200,21751 83,7 30,4149 200
128,In,49,5321 07,154 93,12687 51,153 96,13592 78,153 52
128,Sn,50,7962 52,20 32,13754 79,27 56,6498 29,17 68
128,Sb,51,6002 13,19 79,8448 45,21 60,1301 29,19 87
128,Te,52,8783 35,1 69,9583 21,5 18,3615 22,5 27
128,I,53,6826 13,0 05,6746 02,3 58,9113 29,54 57
128,Xe,54,9610 06,4 20,8165 36,3 75,14326 38,27 96
128,Cs,55,7762 74,7 79,4898 99,6 80,19600 82,30 30
128,Ba,56,10631 87,12 49,6427 31,7 62,25064 196,9683 14
128,La,57,8800 64,60 34,3096 46,55 62,30840 303,14755 28
128,Ce,58,11625 90,40 18,4926 78,38 17,36864 501,10150 36
128,Pr,59,9859 198,1640 39,41 50,*,61 40,86 5191
128,Nd,60,12850 357,3060 277,*,277 2490,358 11990,277
128,Pm,61,11071 499,461 422,*,422 4678,499 15801,423
128,Sm,62,*,641 *,11391 707,*,641,
0129,Pd,46,1191 781,*,600 7131,848 4554,781 *,
129,Ag,47,5431 500,14779 640,32649 400,5911 640,4744 565,9034 640
129,Cd,48,3887 47,18 26,15727 300,23946 76,16 79,6093 201
129,In,49,6763 10,153 50,12884 80,7 73,15669 40,4 16
129,Sn,50,5300 21,24 71,13733 93,154 45,8105 16,17 28
129,Sb,51,8070 34,28 56,8556 27,27 60,2869 94,21 71
129,Te,52,6082 41,0 08,9663 49,19 12,1941 61,10 61
129,I,53,8839 72,4 82,6802 38,3 14,7182 55,21 58
129,Xe,54,6907 08,1 06,8246 31,3 65,12408 56,27 94
129,Cs,55,9638 98,7 10,4927 92,4 68,17725 69,30 15
129,Ba,56,7756 02,11 24,6420 59,11 90,22748 202,11887 76
129,La,57,10770 46,58 48,3235 05,21 85,28444 299,12204 18
129,Ce,58,8824 90,39 52,4951 04,61 20,34287 501,12319 42
129,Pr,59,11514 12,42 15,1528 61,40 86,*,58 41
129,Nd,60,10072 281,3273 204,*,281 2873,281 14152,204
129,Pm,61,13167 422,144 357,*,422 4976,422 13089,357
129,Sm,62,11401 707,1503 582,*,641 2214,707 16639,582
0130,Ag,47,1789 640,15376 781,36588 500,9503 707,6347 707,6021 781
130,Cd,48,6130 86,27 94,16426 400,26235 36,22 36,4213 301
130,In,49,5116 80,38 14,14114 13,41 58,17052 93,38 18
130,Sn,50,7612 62,17 38,14583 46,3 28,9748 26,1 87
130,Sb,51,5727 69,25 55,8983 74,22 37,4614 07,16 49
130,Te,52,8419 46,0 87,10012 61,21 23,91 40,2 55
130,I,53,6500 33,0 04,7220 30,3 14,5308 77,26 14
130,Xe,54,9255 72,0 01,8662 31,3 17,10457 56,27 94
130,Cs,55,7471 81,9 52,5492 65,8 36,15724 29,64 81
130,Ba,56,10269 66,10 58,7051 27,5 17,20665 31,28 06
130,La,57,8374 11,33 60,3853 14,28 02,26231 197,14461 94
130,Ce,58,11206 73,39 52,5387 30,35 17,31917 402,9913 33
130,Pr,59,9473 22,70 85,2176 93,70 09,37492 505,15069 27
130,Nd,60,12353 204,4111 64,40 86,*,33 40,86 2811
130,Pm,61,10586 357,370 281,*,277 5004,357 14794,277
130,Sm,62,13577 641,1914 499,*,499 2144,566 13676,499
130,Eu,63,*,00 15,00 *,15698 708,*,641
0131,Ag,47,2754 707,*,500 7941,781 8974,707 *,
131,Cd,48,2172 69,104 87,16811 510,29992 05,102 46,7472 413
131,In,49,6213 14,38 14,14196 41,22 52,19417 68,2 77
131,Sn,50,5203 68,4 08,14670 34,38 22,11148 99,3 62
131,Sb,51,7767 04,14 36,9138 17,2 80,6077 38,5 39
131,Te,52,5929 38,0 06,10214 31,14 21,1472 72,2 57
131,I,53,8577 89,3 23,7378 73,0 60,3673 45,27 95
131,Xe,54,6604 41,0 01,8766 39,3 17,8705 12,32 80
131,Cs,55,9230 36,9 73,5467 29,4 97,13758 13,47 26
131,Ba,56,7493 50,0 30,7072 96,8 74,18915 70,27 64
131,La,57,10213 21,38 13,3796 68,28 06,24109 202,12004 75
131,Ce,58,8356 85,43 09,5370 04,41 82,29575 402,12326 94
131,Pr,59,11196 52,79 62,2166 72,54 68,35031 403,12697 65
131,Nd,60,9243 12,39 22,3881 55,69 92,*,33 40
131,Pm,61,12336 280,353 202,*,284 5518,280 12317,202
131,Sm,62,10698 566,2026 446,*,499 2517,499 15828,446
131,Eu,63,13658 641,947 09,5 27,*,641 4264,641 14162
0132,Ag,47,1481 707,*,500 *,8684 781,*,
132,Cd,48,3116 221,17172 537,34925 196,6145 537,6581 445,7007 631
132,In,49,2457 83,60 09,14481 55,118 76,23291 95,60 17
132,Sn,50,7353 29,4 12,15810 48,3 35,12732 42,1 98
132,Sb,51,5725 19,3 23,9659 67,4 38,7517 41,2 68
132,Te,52,8048 49,3 49,10495 76,4 06,3246 83,3 64
132,I,53,6332 10,4 11,7781 45,4 07,1979 84,36 59
132,Xe,54,8936 72,0 01,9125 22,0 60,6808 07,20 44
132,Cs,55,7165 21,5 08,6028 09,1 04,11925 23,28 89
132,Ba,56,9822 60,2 70,7665 20,5 07,17009 21,24 23
132,La,57,8025 71,45 86,4328 89,36 45,22096 153,14248 70
132,Ce,58,10833 77,38 65,5990 61,34 62,27392 299,9867 28
132,Pr,59,8998 12,55 16,2807 99,43 70,33027 401,14906 26
132,Nd,60,11729 09,36 65,4414 12,52 86,*,46 68
132,Pm,61,10039 250,1149 152,*,152 5551,251 13792,152
132,Sm,62,13018 499,2708 359,*,357 2666,422 12882,360
132,Eu,63,11002 566,644 566,*,566 4664,640 16327,499
0133,Cd,48,1728 357,17419 582,39017 298,7171 582,6641 582,*
133,In,49,3124 205,14489 277,28394 196,8466 221,8518 197,6120 537
133,Sn,50,2398 65,2 74,15751 31,60 06,16769 69,3 06
133,Sb,51,7359 55,3 98,9665 93,3 70,9147 43,3 13
133,Te,52,5820 25,4 05,10590 82,3 22,4616 49,2 29
133,I,53,8226 09,7 61,7959 05,7 31,363 88,28 67
133,Xe,54,6435 93,2 40,9229 05,4 72,5225 36,16 53
133,Cs,55,8989 57,1 04,6080 94,0 01,10133 35,12 50
133,Ba,56,7189 91,0 36,7689 90,1 43,15221 24,46 59
133,La,57,9842 05,45 86,4348 34,27 96,20086 74,57 54
133,Ce,58,8018 64,26 18,5983 54,39 87,25187 299,12061 85
133,Pr,59,10781 44,31 46,2755 66,23 96,30702 298,12481 67
133,Nd,60,8977 88,52 49,4393 89,54 80,36473 502,12679 09
133,Pm,61,11851 157,1270 81,55 82,*,19 57,34 6052
133,Sm,62,10223 422,2892 333,*,359 3029,357 15012,299
133,Eu,63,13107 499,554 422,*,499 5134,499 13806,357
133,Gd,64,*,640 *,14121 641,2687 708,17293 641,
0134,Cd,48,3071 499,*,400 5581,640 6325,640 *,
134,In,49,2268 357,15030 422,32383 298,9314 357,8422 315,5634 582
134,Sn,50,3631 19,3 70,16259 196,21692 07,3 17,6688 60
134,Sb,51,3168 36,3 56,10435 63,2 56,12870 61,1 71
134,Te,52,7667 94,3 44,10899 21,4 16,6416 11,2 76
134,I,53,6256 49,8 06,8395 28,5 28,1175 22,20 51
134,Xe,54,8553 57,2 40,9556 53,6 43,3292 93,20 39
134,Cs,55,6891 54,0 01,6536 55,2 40,8363 16,20 32
134,Ba,56,9467 56,1 04,8167 89,0 30,13303 42,11 82
134,La,57,7795 58,34 32,4954 01,19 95,18479 90,61 09
134,Ce,58,10485 99,26 14,6627 48,34 59,23457 197,9601 57
134,Pr,59,8661 73,23 85,3398 75,26 08,28600 299,14653 71
134,Nd,60,11385 38,48 05,4997 82,17 20,34344 401,10291 83
134,Pm,61,9402 42,76 59,1695 35,74 19,*,86 62
134,Sm,62,12216 357,3257 202,*,246 3148,280 12038,198
134,Eu,63,10763 422,14 422,*,422 5069,499 15379,359
134,Gd,64,13514 641,1355 499,*,566 2832,566 14477,566
0135,In,49,2939 499,14897 566,37251 401,8103 499,8599 446,7092 641
135,Sn,50,2269 81,4 41,16261 298,25780 91,4 83,7542 196
135,Sb,51,3741 10,3 14,10545 55,4 12,17891 32,2 82
135,Te,52,3266 36,3 24,10997 21,2 42,10121 72,1 75
135,I,53,7807 03,5 28,8534 37,3 43,2864 17,9 66
135,Xe,54,6358 65,3 72,9658 69,6 12,1796 98,10 92
135,Cs,55,8761 81,0 99,6744 79,0 99,6645 78,11 86
135,Ba,56,6971 96,0 10,8248 31,0 31,11636 89,19 13
135,La,57,9495 98,22 05,4982 43,9 43,16591 24,76 04
135,Ce,58,7854 60,22 83,6686 49,22 42,21758 96,154 97
135,Pr,59,10479 19,23 50,3391 94,23 56,26788 196,12193 16
135,Nd,60,8638 49,22 48,4974 59,27 90,31823 400,12434 78
135,Pm,61,11384 64,95 02,1694 61,76 37,37227 408,12991 10
135,Sm,62,9552 249,3407 44,165 06,*,24 162,60 3634
135,Eu,63,12291 357,61 277,*,357 5796,357 13126,246
135,Gd,64,11159 566,1751 499,*,499 2674,565 16335,499
135,Tb,65,*,00 7,00 *,13745 641,*,566
0136,In,49,2053 566,*,400 9121,565 8274,499 *,
136,Sn,50,3338 298,16660 499,30530 298,6473 422,6429 357,6333 422
136,Sb,51,2887 87,6 40,11163 61,6 59,21831 82,6 13
136,Te,52,4767 81,2 86,12023 92,3 49,14461 65,2 30
136,I,53,3837 39,14 34,9105 40,14 29,6492 26,55 03
136,Xe,54,8087 33,3 72,9938 98,2 06,79 21,0 41
136,Cs,55,6828 37,2 13,7214 52,4 17,4998 34,11 61
136,Ba,56,9107 74,0 04,8594 25,1 04,9687 63,11 82
136,La,57,7465 48,54 00,5475 95,53 17,14867 56,87 17
136,Ce,58,9963 52,10 27,7154 03,9 43,19697 48,12 50
136,Pr,59,8475 81,16 46,4013 15,15 38,25097 196,14203 34
136,Nd,60,11056 99,22 48,5552 40,16 71,30110 298,10039 51
136,Pm,61,9189 16,102 29,2245 28,71 67,35040 505,15187 32
136,Sm,62,12024 99,155 13,4047 79,76 48,*,67 59
136,Eu,63,10167 277,675 249,*,277 5851,357 14810,202
136,Gd,64,12771 499,2231 357,*,422 3010,422 13788,422
136,Tb,65,11376 641,972 640,*,641 4594,707 16753,582
0137,In,49,2602 640,*,500 *,8744 640,*,
137,Sn,50,1961 499,16568 566,32595 401,7451 566,6736 499,5222 566
137,Sb,51,3624 82,52 49,11450 303,26485 22,52 16,11282 67
137,Te,52,2949 80,3 10,12085 84,6 20,18417 48,2 12
137,I,53,4882 36,16 48,9219 96,8 69,10784 43,8 55
137,Xe,54,4025 56,0 10,10127 16,14 19,3535 18,0 45
137,Cs,55,8278 23,1 87,7405 42,0 36,3343 91,8 14
137,Ba,56,6905 63,0 07,8671 51,1 86,8136 67,11 74
137,La,57,9174 53,53 20,5542 74,1 63,13067 84,13 15
137,Ce,58,7481 53,0 16,7170 08,53 17,17892 06,42 40
137,Pr,59,9932 65,14 05,3982 29,8 13,23055 80,9 24
137,Nd,60,8456 60,16 66,5533 18,16 40,28371 298,12062 10
137,Pm,61,10974 25,70 29,2162 53,17 60,33106 401,12851 57
137,Sm,62,9286 95,44 20,4145 58,81 05,*,36 86
137,Eu,63,11974 196,623 98,13 24,*,13 154,69 6094
137,Gd,64,10195 422,2259 357,*,357 3579,422 15809,357
137,Tb,65,12909 641,834 499,*,566 5199,566 14607,499
0138,Sn,50,3144 643,17110 709,35111 503,6360 642,6531 643,*
138,Sb,51,2231 34,1065 51,11721 1137,28666 53,1064 27,12389 1105
138,Te,52,4463 55,4 33,12924 57,52 30,22565 65,3 80
138,I,53,3694 96,10 29,9965 12,6 32,14539 28,6 76
138,Xe,54,5660 15,2 81,10904 95,8 84,7598 69,5 67
138,Cs,55,4412 65,9 16,7792 50,9 16,246 98,14 43
138,Ba,56,8611 72,0 04,9005 00,0 18,6243 33,11 61
138,La,57,7449 81,3 58,6086 92,3 19,11578 70,27 92
138,Ce,58,9723 65,4 94,7719 20,5 20,16073 16,12 80
138,Pr,59,8003 55,13 80,4504 30,11 16,21384 25,30 09
138,Nd,60,10505 06,16 50,6105 59,14 17,26218 196,10032 85
138,Pm,61,8938 95,30 65,2644 89,30 12,31272 299,14969 61
138,Sm,62,11542 55,44 01,4713 89,17 60,36567 503,10382 96
138,Eu,63,9675 09,28 29,1012 11,50 78,*,03 30
138,Gd,64,12658 357,2943 196,*,277 3212,277 12703,249
138,Tb,65,10773 499,256 422,*,422 5586,499 16126,357
138,Dy,66,*,643 *,11910 709,2759 643,15106 642,
0139,Sn,50,1651 709,*,500 7311,707 6934,640 *,
139,Sb,51,3639 1137,12217 643,30913 401,10711 566,10975 499,3632 566
139,Te,52,2580 40,5 18,13273 64,1064 24,24708 68,3 55
139,I,53,4562 37,7 18,10063 94,5 51,18755 26,4 48
139,Xe,54,3743 66,3 53,10953 65,6 33,11303 29,7 54
139,Cs,55,5885 30,9 68,8017 66,4 21,4117 88,8 41
139,Ba,56,4723 43,0 04,9315 78,9 16,2899 81,27 60
139,La,57,8778 35,2 52,6253 54,2 01,9725 73,13 73
139,Ce,58,7448 26,8 33,7717 65,7 39,14567 64,13 07
139,Pr,59,9756 19,13 35,4536 85,8 84,19420 76,15 29
139,Nd,60,8066 95,29 94,6168 99,29 73,24382 198,11898 56
139,Pm,61,10631 32,30 89,2771 14,17 87,29370 298,12794 89
139,Sm,62,8953 77,16 07,4728 71,29 80,34739 503,12403 44
139,Eu,63,11719 69,30 88,1189 25,17 68,*,29 44
139,Gd,64,9903 277,3171 198,*,196 3476,277 14826,196
139,Tb,65,12533 422,381 357,*,422 5823,422 13760,357
139,Dy,66,10782 711,1262 585,*,643 3352,709 17094,585
0140,Sb,51,2222 718,12788 778,33112 596,11633 780,10714 718,3252 778
140,Te,52,4442 47,62 51,14077 405,26693 13,62 91,8354 98
140,I,53,3206 58,12 75,10690 11,12 62,20709 66,12 27
140,Xe,54,5413 19,3 16,11804 47,4 63,15089 64,2 82
140,Cs,55,4420 50,8 78,8694 50,8 48,7637 98,10 27
140,Ba,56,6426 92,7 94,9857 40,8 53,989 56,8 65
140,La,57,5160 98,0 04,6691 09,2 01,6102 16,24 33
140,Ce,58,9199 54,7 16,8138 85,1 73,12620 15,12 60
140,Pr,59,7940 61,9 80,5029 20,9 34,17702 15,51 91
140,Nd,60,10316 29,27 81,6729 08,8 54,22476 64,28 16
140,Pm,61,8784 55,27 80,3488 74,36 74,27731 44,800 86
140,Sm,62,11147 03,16 57,5244 42,18 47,32626 401,10195 35
140,Eu,63,9659 21,53 19,1894 69,52 67,37727 506,15222 63
140,Gd,64,12222 198,3673 20,30 88,*,20 39,52 3227
140,Tb,65,10423 854,140 824,*,824 5595,854 15310,02 800
140,Dy,66,13260 643,1989 499,*,499 3001,566 14030,499
140,Ho,67,*,90 10,00 *,16383 711,*,643
0141,Sb,51,3242 778,*,500 10041,707 10615,709 *,
141,Te,52,1982 405,13837 718,29246 401,10012 566,8597 1137,20 643
141,I,53,4391 76,19 93,10639 40,64 39,23004 98,16 39
141,Xe,54,3282 16,3 71,11880 06,12 45,17235 62,3 30
141,Cs,55,5498 74,12 20,8780 04,9 49,11538 12,9 33
141,Ba,56,4534 59,9 47,9971 49,9 75,4460 00,6 22
141,La,57,6687 08,4 29,6951 25,8 91,2408 71,14 60
141,Ce,58,5428 14,0 10,8406 02,1 73,9499 01,8 63
141,Pr,59,9398 87,6 12,5228 53,1 20,16090 01,12 74
141,Nd,60,8005 04,4 75,6793 51,6 73,20968 41,20 03
141,Pm,61,10380 53,27 98,3552 98,14 39,25982 08,106 18
141,Sm,62,8549 29,15 14,5009 17,25 71,30552 298,12277 38
141,Eu,63,11011 01,53 07,1758 66,17 77,35561 401,13165 40
141,Gd,64,9513 27,34 23,3527 26,55 20,*,62 23
141,Tb,65,12129 88,807 38,47 54,108 91,*,222 6123
