A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
107,Nb,41,5591.0,9.0,12462.0,433.0,23139.0,14.0
107,Mo,42,4488.0,12.0,13637.0,10.0,15821.0,9.0
107,Tc,43,7045.0,14.0,9904.0,12.0,9656.0,8.0
107,Ru,44,5610.0,9.0,11375.0,14.0,3127.0,8.0
107,Rh,45,8572.0,13.0,7829.0,13.0,3299.0,16.0
107,Pd,46,6536.0,0.0,9298.0,5.0,9860.0,5.0
107,Ag,47,9535.0,3.0,5788.0,2.0,17753.0,4.0
107,Cd,48,7929.0,1.0,7336.0,3.0,26450.0,70.0
107,In,49,11027.0,16.0,3721.0,11.0,34135.0,11480.0
108,Zr,40,5045.0,16278.0,32308.0,5411.0,4781.0,7096.0
108,Nb,41,3893.0,11.0,12455.0,1122.0,25485.0,16.0
108,Mo,42,6275.0,13.0,14321.0,12.0,18768.0,9.0
108,Tc,43,5244.0,11.0,10660.0,12.0,11683.0,9.0
108,Ru,44,7870.0,11.0,12200.0,11.0,5591.0,8.0
108,Rh,45,6239.0,18.0,8458.0,16.0,911.0,16.0
108,Pd,46,9222.0,1.0,9949.0,12.0,7454.0,5.0
108,Ag,47,7271.0,0.0,6523.0,2.0,15161.0,5.0
108,Cd,48,10333.0,2.0,8134.0,2.0,23470.0,5.0
108,In,49,8626.0,14.0,4418.0,8.0,31470.0,132.0
109,Zr,40,2911.0,16185.0,34546.0,6882.0,4724.0,5756.0
109,Nb,41,5215.0,258.0,12625.0,28309.0,258.0,8400.0
109,Mo,42,3981.0,14.0,14409.0,13.0,20940.0,11.0
109,Tc,43,6431.0,12.0,10815.0,13.0,14436.0,9.0
109,Ru,44,5148.0,11.0,12104.0,11.0,7765.0,9.0
109,Rh,45,8039.0,14.0,8627.0,9.0,1490.0,5.0
109,Pd,46,6153.0,0.0,9863.0,14.0,4976.0,8.0
109,Ag,47,9183.0,2.0,6484.0,1.0,12468.0,5.0
109,Cd,48,7323.0,1.0,8186.0,2.0,20788.0,4.0
109,In,49,10441.0,9.0,4526.0,3.0,28817.0,7.0
109,Sn,50,8631.0,9.0,5799.0,11.0,36460.0,300.0
110,Zr,40,4765.0,16975.0,37187.0,5122.0,4342.0,8340.0
110,Nb,41,3691.0,877.0,13406.0,30518.0,838.0,9754.0
110,Mo,42,5947.0,26.0,15141.0,259.0,23788.0,24.0
110,Tc,43,4823.0,13.0,11657.0,14.0,16422.0,9.0
110,Ru,44,7405.0,12.0,13078.0,12.0,10275.0,8.0
110,Rh,45,5900.0,18.0,9379.0,19.0,3641.0,21.0
110,Pd,46,8795.0,1.0,10620.0,4.0,2488.0,13.0
110,Ag,47,6809.0,0.0,7139.0,1.0,10007.0,6.0
110,Cd,48,9914.0,1.0,8917.0,1.0,18118.0,6.0
110,In,49,8051.0,12.0,5254.0,11.0,26005.0,51.0
110,Sn,50,11283.0,15.0,6641.0,14.0,33919.0,101.0
111,Nb,41,4637.0,13278.0,33429.0,8028.0,7342.0,5932.0
111,Mo,42,3468.0,27.0,14918.0,838.0,26046.0,12.0
111,Tc,43,6061.0,13.0,11771.0,26.0,19190.0,10.0
111,Ru,44,4784.0,12.0,13039.0,13.0,12466.0,9.0
111,Rh,45,7547.0,19.0,9520.0,11.0,6087.0,7.0
111,Pd,46,5726.0,0.0,10446.0,17.0,47.0,5.0
111,Ag,47,8829.0,1.0,7173.0,1.0,7378.0,8.0
111,Cd,48,6975.0,0.0,9083.0,1.0,15664.0,6.0
111,In,49,9993.0,12.0,5333.0,3.0,23438.0,5.0
111,Sn,50,8167.0,14.0,6757.0,12.0,31543.0,86.0
111,Sb,51,11458.0,10.0,2283.0,16.0,38016.0,12504.0
112,Nb,41,3470.0,14003.0,35458.0,9323.0,6783.0,5427.0
112,Mo,42,5595.0,15877.0,28858.0,5557.0,4090.0,5625.0
112,Tc,43,4305.0,11.0,12608.0,13.0,21324.0,6.0
112,Ru,44,6916.0,13.0,13895.0,13.0,14944.0,9.0
112,Rh,45,5498.0,44.0,10235.0,45.0,8258.0,44.0
112,Pd,46,8406.0,6.0,11306.0,9.0,2333.0,6.0
112,Ag,47,6439.0,2.0,7886.0,2.0,4984.0,17.0
112,Cd,48,9393.0,0.0,9648.0,1.0,13007.0,8.0
112,In,49,7669.0,5.0,6026.0,4.0,20926.0,11.0
112,Sn,50,10787.0,5.0,7551.0,3.0,28628.0,8.0
112,Sb,51,8833.0,19.0,2949.0,18.0,35308.0,88.0
113,Mo,42,3097.0,15505.0,31101.0,7097.0,4684.0,3957.0
113,Tc,43,5623.0,6.0,12637.0,24215.0,16.0,7839.0
113,Ru,44,4308.0,37.0,13898.0,37.0,17175.0,36.0
113,Rh,45,7107.0,44.0,10425.0,11.0,10599.0,7.0
113,Pd,46,5340.0,9.0,11148.0,44.0,4737.0,7.0
113,Ag,47,8514.0,16.0,7994.0,17.0,2609.0,23.0
113,Cd,48,6539.0,0.0,9748.0,2.0,10696.0,27.0
113,In,49,9448.0,4.0,6081.0,0.0,18247.0,8.0
113,Sn,50,7744.0,1.0,7626.0,4.0,26124.0,7.0
113,Sb,51,10889.0,24.0,3050.0,17.0,32652.0,19.0
113,Te,52,8850.0,29.0,4037.0,33.0,38563.0,13200.0
114,Mo,42,5389.0,16585.0,33684.0,5178.0,3933.0,6601.0
114,Tc,43,3860.0,433.0,13400.0,26330.0,433.0,9574.0
114,Ru,44,6425.0,37.0,14699.0,4.0,19793.0,3.0
114,Rh,45,5014.0,71.0,11131.0,80.0,12859.0,71.0
114,Pd,46,7971.0,9.0,12012.0,9.0,7068.0,6.0
114,Ag,47,5975.0,17.0,8628.0,8.0,434.0,22.0
114,Cd,48,9042.0,0.0,10277.0,16.0,8126.0,27.0
114,In,49,7274.0,0.0,6815.0,0.0,15774.0,12715.0
114,Sn,50,10302.0,1.0,8481.0,0.0,23473.0,11.0
114,Sb,51,8150.0,27.0,3457.0,21.0,29814.0,74.0
114,Te,52,11612.0,39.0,4760.0,32.0,35983.0,106.0
115,Mo,42,3013.0,16650.0,35677.0,6473.0,4389.0,5292.0
115,Tc,43,5791.0,900.0,13802.0,28662.0,789.0,6881.0
115,Ru,44,4039.0,88.0,14878.0,442.0,21894.0,88.0
115,Rh,45,6590.0,71.0,11296.0,8.0,15306.0,7.0
115,Pd,46,5006.0,15.0,12004.0,72.0,9607.0,13.0
115,Ag,47,8123.0,18.0,8780.0,19.0,2020.0,24.0
115,Cd,48,6140.0,0.0,10442.0,4.0,6021.0,27.0
115,In,49,9037.0,0.0,6810.0,0.0,13198.0,28.0
115,Sn,50,7545.0,0.0,8753.0,0.0,21377.0,12.0
115,Sb,51,10578.0,27.0,3732.0,16.0,27304.0,12035.0
115,Te,52,8245.0,39.0,4855.0,35.0,33043.0,13065.0
116,Tc,43,3207.0,13996.0,31087.0,9062.0,5898.0,5299.0
116,Ru,44,5950.0,88.0,15037.0,789.0,24643.0,3.0
116,Rh,45,4577.0,74.0,11835.0,115.0,17513.0,73.0
116,Pd,46,7476.0,15.0,12890.0,10.0,11694.0,7.0
116,Ag,47,5631.0,18.0,9405.0,13.0,4279.0,6.0
116,Cd,48,8699.0,0.0,11018.0,18.0,3443.0,27.0
116,In,49,6784.0,0.0,7454.0,0.0,10757.0,96.0
116,Sn,50,9563.0,0.0,9278.0,0.0,18479.0,13.0
116,Sb,51,7890.0,16.0,4077.0,5.0,24780.0,14448.0
116,Te,52,11277.0,39.0,5554.0,32.0,30689.0,9938.0
116,I,53,9225.0,100.0,2718.0,100.0,36847.0,15107.0
117,Tc,43,4997.0,14171.0,33800.0,7078.0,6289.0,7348.0
117,Ru,44,3492.0,433.0,15323.0,26928.0,433.0,7540.0
117,Rh,45,6232.0,74.0,12117.0,9.0,20045.0,10.0
117,Pd,46,4664.0,10.0,12977.0,74.0,13973.0,7.0
117,Ag,47,7710.0,13.0,9639.0,15.0,6457.0,15.0
117,Cd,48,5777.0,1.0,11164.0,3.0,1322.0,13.0
117,In,49,8764.0,4.0,7519.0,4.0,8506.0,26.0
117,Sn,50,6943.0,0.0,9436.0,0.0,16212.0,10.0
117,Sb,51,9888.0,9.0,4402.0,8.0,22146.0,62.0
117,Te,52,7897.0,31.0,5562.0,14.0,27637.0,250.0
117,I,53,11015.0,100.0,2456.0,38.0,33965.0,12337.0
118,Tc,43,3479.0,14909.0,35764.0,8421.0,5823.0,6789.0
118,Ru,44,5841.0,16167.0,29442.0,4907.0,3924.0,6864.0
118,Rh,45,4061.0,25.0,12686.0,433.0,22340.0,25.0
118,Pd,46,7035.0,7.0,13780.0,9.0,16264.0,2.0
118,Ag,47,5443.0,13.0,10418.0,7.0,8442.0,3.0
118,Cd,48,8354.0,20.0,11808.0,24.0,994.0,27.0
118,In,49,6356.0,6.0,8098.0,7.0,6257.0,21.0
118,Sn,50,9326.0,0.0,9998.0,4.0,13573.0,10.0
118,Sb,51,7427.0,8.0,4887.0,2.0,19586.0,13.0
118,Te,52,10672.0,22.0,6346.0,20.0,25342.0,9836.0
118,I,53,8606.0,32.0,3164.0,23.0,31411.0,15008.0
119,Ru,44,3376.0,16064.0,31413.0,6528.0,3756.0,5418.0
119,Rh,45,6006.0,25.0,12852.0,24876.0,11.0,7377.0
119,Pd,46,4090.0,8.0,13809.0,25.0,18657.0,8.0
119,Ag,47,7163.0,14.0,10545.0,14.0,10828.0,16.0
119,Cd,48,5346.0,42.0,11712.0,37.0,3204.0,38.0
119,In,49,8542.0,8.0,8286.0,21.0,3933.0,28.0
119,Sn,50,6483.0,0.0,10125.0,7.0,11270.0,10.0
119,Sb,51,9549.0,8.0,5110.0,7.0,17169.0,15.0
119,Te,52,7555.0,20.0,6473.0,8.0,22591.0,200.0
119,I,53,10865.0,34.0,3357.0,33.0,28976.0,12040.0
119,Xe,54,8786.0,14.0,5112.0,22.0,34854.0,12352.0
120,Ru,44,5519.0,16930.0,33945.0,4488.0,3234.0,8196.0
120,Rh,45,4063.0,13539.0,26914.0,9156.0,5539.0,4786.0
120,Pd,46,6943.0,8.0,14746.0,9.0,20818.0,2.0
120,Ag,47,5077.0,15.0,11532.0,9.0,12766.0,8.0
120,Cd,48,8051.0,37.0,12600.0,15.0,5410.0,4.0
120,In,49,6100.0,40.0,9040.0,54.0,1975.0,42.0
120,Sn,50,9104.0,1.0,10688.0,7.0,8925.0,11.0
120,Sb,51,7014.0,10.0,5641.0,7.0,14529.0,12.0
120,Te,52,10258.0,8.0,7182.0,8.0,20479.0,300.0
120,I,53,8058.0,31.0,3860.0,17.0,26183.0,14654.0
120,Xe,54,11449.0,15.0,5695.0,30.0,32572.0,9509.0
121,Ru,44,3106.0,16818.0,36027.0,6035.0,3607.0,6770.0
121,Rh,45,5507.0,13527.0,29585.0,620.0,7025.0,5874.0
121,Pd,46,3973.0,4.0,14657.0,23014.0,3.0,7351.0
121,Ag,47,6822.0,12.0,11411.0,12.0,15197.0,12.0
121,Cd,48,5187.0,4.0,12711.0,4.0,7471.0,25.0
121,In,49,8178.0,48.0,9167.0,27.0,415.0,27.0
121,Sn,50,6170.0,0.0,10757.0,40.0,6716.0,10.0
121,Sb,51,9253.0,7.0,5790.0,2.0,12497.0,14.0
121,Te,52,7248.0,25.0,7416.0,26.0,17800.0,144.0
121,I,53,10569.0,15.0,4172.0,4.0,24061.0,11640.0
121,Xe,54,8379.0,15.0,6016.0,18.0,29791.0,11995.0
121,Cs,55,11285.0,17.0,2218.0,18.0,35681.0,12402.0
122,Rh,45,3901.0,14322.0,31493.0,8643.0,5348.0,6062.0
122,Pd,46,6505.0,19.0,15655.0,619.0,25325.0,19.0
122,Ag,47,4774.0,40.0,12212.0,38.0,17229.0,38.0
122,Cd,48,7609.0,3.0,13498.0,12.0,9702.0,2.0
122,In,49,5808.0,56.0,9787.0,50.0,2507.0,50.0
122,Sn,50,8815.0,2.0,11394.0,27.0,4586.0,11.0
122,Sb,51,6806.0,0.0,6427.0,2.0,10190.0,33.0
122,Te,52,9840.0,25.0,8003.0,2.0,15705.0,27.0
122,I,53,7900.0,7.0,4823.0,26.0,21537.0,13998.0
122,Xe,54,10945.0,15.0,6392.0,12.0,27481.0,9108.0
122,Cs,55,9113.0,36.0,2952.0,35.0,33365.0,14738.0
123,Rh,45,5351.0,14499.0,34070.0,6398.0,5516.0,8196.0
123,Pd,46,3884.0,789.0,15639.0,27386.0,789.0,6531.0
123,Ag,47,6513.0,49.0,12220.0,36.0,19675.0,30.0
123,Cd,48,4873.0,3.0,13597.0,38.0,11757.0,3.0
123,In,49,7928.0,53.0,10106.0,19.0,4513.0,20.0
123,Sn,50,5946.0,1.0,11532.0,50.0,2567.0,9.0
123,Sb,51,8960.0,2.0,6571.0,2.0,8180.0,12.0
123,Te,52,6929.0,0.0,8125.0,2.0,13517.0,12.0
123,I,53,9934.0,6.0,4918.0,3.0,19293.0,11312.0
123,Xe,54,7965.0,14.0,6457.0,10.0,24962.0,11713.0
123,Cs,55,10970.0,35.0,2977.0,16.0,30814.0,12148.0
124,Rh,45,3601.0,15099.0,35981.0,7971.0,5021.0,7463.0
124,Pd,46,6031.0,16319.0,29844.0,4401.0,2724.0,7696.0
124,Ag,47,4723.0,253.0,13059.0,828.0,21420.0,251.0
124,Cd,48,7358.0,4.0,14442.0,30.0,13823.0,3.0
124,In,49,5511.0,36.0,10744.0,30.0,6495.0,30.0
124,Sn,50,8489.0,2.0,12092.0,19.0,572.0,2.0
124,Sb,51,6467.0,0.0,7093.0,2.0,5888.0,8.0
124,Te,52,9424.0,0.0,8590.0,0.0,11435.0,12.0
124,I,53,7493.0,3.0,5482.0,1.0,17107.0,56.0
124,Xe,54,10484.0,9.0,7006.0,4.0,22746.0,9129.0
124,Cs,55,8759.0,14.0,3771.0,12.0,28580.0,14334.0
124,Ba,56,11506.0,17.0,5335.0,17.0,34564.0,9765.0
125,Pd,46,3801.0,16519.0,31777.0,5951.0,2824.0,6323.0
125,Ag,47,6391.0,500.0,13419.0,23736.0,433.0,6620.0
125,Cd,48,4717.0,4.0,14436.0,251.0,15674.0,3.0
125,In,49,7677.0,40.0,11064.0,27.0,8360.0,27.0
125,Sn,50,5733.0,0.0,12315.0,30.0,1297.0,2.0
125,Sb,51,8707.0,2.0,7311.0,2.0,4168.0,8.0
125,Te,52,6568.0,0.0,8691.0,0.0,9354.0,11.0
125,I,53,9542.0,1.0,5600.0,0.0,15077.0,26.0
125,Xe,54,7603.0,0.0,7116.0,2.0,20536.0,11461.0
125,Cs,55,10427.0,11.0,3715.0,7.0,26148.0,11871.0
125,Ba,56,8650.0,16.0,5226.0,13.0,32070.0,12085.0
126,Pd,46,5812.0,17149.0,34155.0,3740.0,2364.0,9134.0
126,Ag,47,4232.0,13849.0,25713.0,8420.0,4613.0,5674.0
126,Cd,48,6980.0,3.0,15025.0,433.0,17808.0,2.0
126,In,49,5367.0,38.0,11713.0,27.0,10138.0,27.0
126,Sn,50,8190.0,10.0,12827.0,28.0,3131.0,11.0
126,Sb,51,6208.0,31.0,7785.0,31.0,2042.0,33.0
126,Te,52,9113.0,0.0,9098.0,2.0,7395.0,12.0
126,I,53,7145.0,3.0,6177.0,3.0,12937.0,90.0
126,Xe,54,10024.0,3.0,7598.0,3.0,18326.0,28.0
126,Cs,55,8334.0,12.0,4446.0,10.0,24027.0,14021.0
126,Ba,56,11072.0,16.0,5870.0,14.0,29677.0,9772.0
126,La,57,9285.0,94.0,2593.0,91.0,35623.0,14827.0
127,Pd,46,3391.0,17169.0,36291.0,5531.0,2574.0,7573.0
127,Ag,47,5831.0,13869.0,28259.0,6391.0,4814.0,7904.0
127,Cd,48,4561.0,12.0,15356.0,19534.0,12.0,6483.0
127,In,49,7194.0,34.0,11928.0,21.0,12087.0,21.0
127,Sn,50,5526.0,14.0,12986.0,28.0,4850.0,10.0
127,Sb,51,8377.0,32.0,7973.0,11.0,459.0,7.0
127,Te,52,6287.0,0.0,9177.0,31.0,5463.0,11.0
127,I,53,9143.0,2.0,6207.0,3.0,11087.0,26.0
127,Xe,54,7245.0,5.0,7699.0,3.0,16342.0,29.0
127,Cs,55,9960.0,11.0,4382.0,6.0,21697.0,11664.0
127,Ba,56,8219.0,16.0,5756.0,15.0,27282.0,11980.0
127,La,57,10993.0,94.0,2515.0,28.0,33110.0,12483.0
128,Ag,47,4251.0,14729.0,30010.0,7951.0,4364.0,6973.0
128,Cd,48,6565.0,14.0,16091.0,21751.0,7.0,4149.0
128,In,49,5321.0,154.0,12687.0,153.0,13592.0,153.0
128,Sn,50,7962.0,20.0,13754.0,27.0,6498.0,17.0
128,Sb,51,6002.0,19.0,8448.0,21.0,1301.0,19.0
128,Te,52,8783.0,1.0,9583.0,5.0,3615.0,5.0
128,I,53,6826.0,0.0,6746.0,3.0,9113.0,54.0
128,Xe,54,9610.0,4.0,8165.0,3.0,14326.0,27.0
128,Cs,55,7762.0,7.0,4898.0,6.0,19600.0,30.0
128,Ba,56,10631.0,12.0,6427.0,7.0,25064.0,9683.0
128,La,57,8800.0,60.0,3096.0,55.0,30840.0,14755.0
128,Ce,58,11625.0,40.0,4926.0,38.0,36864.0,10150.0
129,Ag,47,5431.0,14779.0,32649.0,5911.0,4744.0,9034.0
129,Cd,48,3887.0,18.0,15727.0,23946.0,16.0,6093.0
129,In,49,6763.0,153.0,12884.0,7.0,15669.0,4.0
129,Sn,50,5300.0,24.0,13733.0,154.0,8105.0,17.0
129,Sb,51,8070.0,28.0,8556.0,27.0,2869.0,21.0
129,Te,52,6082.0,0.0,9663.0,19.0,1941.0,10.0
129,I,53,8839.0,4.0,6802.0,3.0,7182.0,21.0
129,Xe,54,6907.0,1.0,8246.0,3.0,12408.0,27.0
129,Cs,55,9638.0,7.0,4927.0,4.0,17725.0,30.0
129,Ba,56,7756.0,11.0,6420.0,11.0,22748.0,11887.0
129,La,57,10770.0,58.0,3235.0,21.0,28444.0,12204.0
129,Ce,58,8824.0,39.0,4951.0,61.0,34287.0,12319.0
130,Ag,47,1789.0,15376.0,36588.0,9503.0,6347.0,6021.0
130,Cd,48,6130.0,27.0,16426.0,26235.0,22.0,4213.0
130,In,49,5116.0,38.0,14114.0,41.0,17052.0,38.0
130,Sn,50,7612.0,17.0,14583.0,3.0,9748.0,1.0
130,Sb,51,5727.0,25.0,8983.0,22.0,4614.0,16.0
130,Te,52,8419.0,0.0,10012.0,21.0,91.0,2.0
130,I,53,6500.0,0.0,7220.0,3.0,5308.0,26.0
130,Xe,54,9255.0,0.0,8662.0,3.0,10457.0,27.0
130,Cs,55,7471.0,9.0,5492.0,8.0,15724.0,64.0
130,Ba,56,10269.0,10.0,7051.0,5.0,20665.0,28.0
130,La,57,8374.0,33.0,3853.0,28.0,26231.0,14461.0
130,Ce,58,11206.0,39.0,5387.0,35.0,31917.0,9913.0
130,Pr,59,9473.0,70.0,2176.0,70.0,37492.0,15069.0
131,Cd,48,2172.0,104.0,16811.0,29992.0,102.0,7472.0
131,In,49,6213.0,38.0,14196.0,22.0,19417.0,2.0
131,Sn,50,5203.0,4.0,14670.0,38.0,11148.0,3.0
131,Sb,51,7767.0,14.0,9138.0,2.0,6077.0,5.0
131,Te,52,5929.0,0.0,10214.0,14.0,1472.0,2.0
131,I,53,8577.0,3.0,7378.0,0.0,3673.0,27.0
131,Xe,54,6604.0,0.0,8766.0,3.0,8705.0,32.0
131,Cs,55,9230.0,9.0,5467.0,4.0,13758.0,47.0
131,Ba,56,7493.0,0.0,7072.0,8.0,18915.0,27.0
131,La,57,10213.0,38.0,3796.0,28.0,24109.0,12004.0
131,Ce,58,8356.0,43.0,5370.0,41.0,29575.0,12326.0
131,Pr,59,11196.0,79.0,2166.0,54.0,35031.0,12697.0
132,Cd,48,3116.0,17172.0,34925.0,6145.0,6581.0,7007.0
132,In,49,2457.0,60.0,14481.0,118.0,23291.0,60.0
132,Sn,50,7353.0,4.0,15810.0,3.0,12732.0,1.0
132,Sb,51,5725.0,3.0,9659.0,4.0,7517.0,2.0
132,Te,52,8048.0,3.0,10495.0,4.0,3246.0,3.0
132,I,53,6332.0,4.0,7781.0,4.0,1979.0,36.0
132,Xe,54,8936.0,0.0,9125.0,0.0,6808.0,20.0
132,Cs,55,7165.0,5.0,6028.0,1.0,11925.0,28.0
132,Ba,56,9822.0,2.0,7665.0,5.0,17009.0,24.0
132,La,57,8025.0,45.0,4328.0,36.0,22096.0,14248.0
132,Ce,58,10833.0,38.0,5990.0,34.0,27392.0,9867.0
132,Pr,59,8998.0,55.0,2807.0,43.0,33027.0,14906.0
133,In,49,3124.0,14489.0,28394.0,8466.0,8518.0,6120.0
133,Sn,50,2398.0,2.0,15751.0,60.0,16769.0,3.0
133,Sb,51,7359.0,3.0,9665.0,3.0,9147.0,3.0
133,Te,52,5820.0,4.0,10590.0,3.0,4616.0,2.0
133,I,53,8226.0,7.0,7959.0,7.0,363.0,28.0
133,Xe,54,6435.0,2.0,9229.0,4.0,5225.0,16.0
133,Cs,55,8989.0,1.0,6080.0,0.0,10133.0,12.0
133,Ba,56,7189.0,0.0,7689.0,1.0,15221.0,46.0
133,La,57,9842.0,45.0,4348.0,27.0,20086.0,57.0
133,Ce,58,8018.0,26.0,5983.0,39.0,25187.0,12061.0
133,Pr,59,10781.0,31.0,2755.0,23.0,30702.0,12481.0
133,Nd,60,8977.0,52.0,4393.0,54.0,36473.0,12679.0
134,In,49,2268.0,15030.0,32383.0,9314.0,8422.0,5634.0
134,Sn,50,3631.0,3.0,16259.0,21692.0,3.0,6688.0
134,Sb,51,3168.0,3.0,10435.0,2.0,12870.0,1.0
134,Te,52,7667.0,3.0,10899.0,4.0,6416.0,2.0
134,I,53,6256.0,8.0,8395.0,5.0,1175.0,20.0
134,Xe,54,8553.0,2.0,9556.0,6.0,3292.0,20.0
134,Cs,55,6891.0,0.0,6536.0,2.0,8363.0,20.0
134,Ba,56,9467.0,1.0,8167.0,0.0,13303.0,11.0
134,La,57,7795.0,34.0,4954.0,19.0,18479.0,61.0
134,Ce,58,10485.0,26.0,6627.0,34.0,23457.0,9601.0
134,Pr,59,8661.0,23.0,3398.0,26.0,28600.0,14653.0
134,Nd,60,11385.0,48.0,4997.0,17.0,34344.0,10291.0
135,In,49,2939.0,14897.0,37251.0,8103.0,8599.0,7092.0
135,Sn,50,2269.0,4.0,16261.0,25780.0,4.0,7542.0
135,Sb,51,3741.0,3.0,10545.0,4.0,17891.0,2.0
135,Te,52,3266.0,3.0,10997.0,2.0,10121.0,1.0
135,I,53,7807.0,5.0,8534.0,3.0,2864.0,9.0
135,Xe,54,6358.0,3.0,9658.0,6.0,1796.0,10.0
135,Cs,55,8761.0,0.0,6744.0,0.0,6645.0,11.0
135,Ba,56,6971.0,0.0,8248.0,0.0,11636.0,19.0
135,La,57,9495.0,22.0,4982.0,9.0,16591.0,76.0
135,Ce,58,7854.0,22.0,6686.0,22.0,21758.0,154.0
135,Pr,59,10479.0,23.0,3391.0,23.0,26788.0,12193.0
135,Nd,60,8638.0,22.0,4974.0,27.0,31823.0,12434.0
135,Pm,61,11384.0,95.0,1694.0,76.0,37227.0,12991.0
136,Sn,50,3338.0,16660.0,30530.0,6473.0,6429.0,6333.0
136,Sb,51,2887.0,6.0,11163.0,6.0,21831.0,6.0
136,Te,52,4767.0,2.0,12023.0,3.0,14461.0,2.0
136,I,53,3837.0,14.0,9105.0,14.0,6492.0,55.0
136,Xe,54,8087.0,3.0,9938.0,2.0,79.0,0.0
136,Cs,55,6828.0,2.0,7214.0,4.0,4998.0,11.0
136,Ba,56,9107.0,0.0,8594.0,1.0,9687.0,11.0
136,La,57,7465.0,54.0,5475.0,53.0,14867.0,87.0
136,Ce,58,9963.0,10.0,7154.0,9.0,19697.0,12.0
136,Pr,59,8475.0,16.0,4013.0,15.0,25097.0,14203.0
136,Nd,60,11056.0,22.0,5552.0,16.0,30110.0,10039.0
136,Pm,61,9189.0,102.0,2245.0,71.0,35040.0,15187.0
137,Sn,50,1961.0,16568.0,32595.0,7451.0,6736.0,5222.0
137,Sb,51,3624.0,52.0,11450.0,26485.0,52.0,11282.0
137,Te,52,2949.0,3.0,12085.0,6.0,18417.0,2.0
137,I,53,4882.0,16.0,9219.0,8.0,10784.0,8.0
137,Xe,54,4025.0,0.0,10127.0,14.0,3535.0,0.0
137,Cs,55,8278.0,1.0,7405.0,0.0,3343.0,8.0
137,Ba,56,6905.0,0.0,8671.0,1.0,8136.0,11.0
137,La,57,9174.0,53.0,5542.0,1.0,13067.0,13.0
137,Ce,58,7481.0,0.0,7170.0,53.0,17892.0,42.0
137,Pr,59,9932.0,14.0,3982.0,8.0,23055.0,9.0
137,Nd,60,8456.0,16.0,5533.0,16.0,28371.0,12062.0
137,Pm,61,10974.0,70.0,2162.0,17.0,33106.0,12851.0
138,Sb,51,2231.0,1065.0,11721.0,28666.0,1064.0,12389.0
138,Te,52,4463.0,4.0,12924.0,52.0,22565.0,3.0
138,I,53,3694.0,10.0,9965.0,6.0,14539.0,6.0
138,Xe,54,5660.0,2.0,10904.0,8.0,7598.0,5.0
138,Cs,55,4412.0,9.0,7792.0,9.0,246.0,14.0
138,Ba,56,8611.0,0.0,9005.0,0.0,6243.0,11.0
138,La,57,7449.0,3.0,6086.0,3.0,11578.0,27.0
138,Ce,58,9723.0,4.0,7719.0,5.0,16073.0,12.0
138,Pr,59,8003.0,13.0,4504.0,11.0,21384.0,30.0
138,Nd,60,10505.0,16.0,6105.0,14.0,26218.0,10032.0
138,Pm,61,8938.0,30.0,2644.0,30.0,31272.0,14969.0
138,Sm,62,11542.0,44.0,4713.0,17.0,36567.0,10382.0
139,Sb,51,3639.0,12217.0,30913.0,10711.0,10975.0,3632.0
139,Te,52,2580.0,5.0,13273.0,1064.0,24708.0,3.0
139,I,53,4562.0,7.0,10063.0,5.0,18755.0,4.0
139,Xe,54,3743.0,3.0,10953.0,6.0,11303.0,7.0
139,Cs,55,5885.0,9.0,8017.0,4.0,4117.0,8.0
139,Ba,56,4723.0,0.0,9315.0,9.0,2899.0,27.0
139,La,57,8778.0,2.0,6253.0,2.0,9725.0,13.0
139,Ce,58,7448.0,8.0,7717.0,7.0,14567.0,13.0
139,Pr,59,9756.0,13.0,4536.0,8.0,19420.0,15.0
139,Nd,60,8066.0,29.0,6168.0,29.0,24382.0,11898.0
139,Pm,61,10631.0,30.0,2771.0,17.0,29370.0,12794.0
139,Sm,62,8953.0,16.0,4728.0,29.0,34739.0,12403.0
140,Sb,51,2222.0,12788.0,33112.0,11633.0,10714.0,3252.0
140,Te,52,4442.0,62.0,14077.0,26693.0,62.0,8354.0
140,I,53,3206.0,12.0,10690.0,12.0,20709.0,12.0
140,Xe,54,5413.0,3.0,11804.0,4.0,15089.0,2.0
140,Cs,55,4420.0,8.0,8694.0,8.0,7637.0,10.0
140,Ba,56,6426.0,7.0,9857.0,8.0,989.0,8.0
140,La,57,5160.0,0.0,6691.0,2.0,6102.0,24.0
140,Ce,58,9199.0,7.0,8138.0,1.0,12620.0,12.0
140,Pr,59,7940.0,9.0,5029.0,9.0,17702.0,51.0
140,Nd,60,10316.0,27.0,6729.0,8.0,22476.0,28.0
140,Pm,61,8784.0,27.0,3488.0,36.0,27731.0,800.0
140,Sm,62,11147.0,16.0,5244.0,18.0,32626.0,10195.0
140,Eu,63,9659.0,53.0,1894.0,52.0,37727.0,15222.0
141,Te,52,1982.0,13837.0,29246.0,10012.0,8597.0,20.0
141,I,53,4391.0,19.0,10639.0,64.0,23004.0,16.0
141,Xe,54,3282.0,3.0,11880.0,12.0,17235.0,3.0
141,Cs,55,5498.0,12.0,8780.0,9.0,11538.0,9.0
141,Ba,56,4534.0,9.0,9971.0,9.0,4460.0,6.0
141,La,57,6687.0,4.0,6951.0,8.0,2408.0,14.0
