A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
34,S,16,20058.0,0.0,20431.0,0.0,7923.0,0.0
34,Cl,17,27248.0,0.0,14713.0,0.0,6664.0,0.0
34,Ar,18,32320.0,1.0,6940.0,0.0,6743.0,0.0
35,Mg,12,5465.0,269.0,44935.0,17966.0,378.0,30031.0
35,Al,13,7868.0,10.0,38581.0,449.0,14894.0,15.0
35,Si,14,10019.0,35.0,33931.0,35.0,13694.0,35.0
35,P,15,14663.0,2.0,30938.0,7.0,12332.0,2.0
35,S,16,18402.0,0.0,22909.0,0.0,8322.0,0.0
35,Cl,17,24152.0,0.0,17254.0,1.0,6997.0,0.0
35,Ar,18,29805.0,0.0,11039.0,0.0,6429.0,0.0
36,Mg,12,4085.0,690.0,47039.0,19044.0,32816.0,693.0
36,Al,13,7191.0,149.0,40307.0,617.0,15114.0,154.0
36,Si,14,8621.0,73.0,35337.0,77.0,14032.0,71.0
36,P,15,11844.0,13.0,31828.0,13.0,11576.0,14.0
36,S,16,16875.0,0.0,25285.0,14.0,9011.0,0.0
36,Cl,17,21224.0,0.0,19551.0,0.0,7642.0,0.0
36,Ar,18,27995.0,0.0,14877.0,0.0,6640.0,0.0
36,K,19,32339.0,7554.0,0.0,6507.0,0.0,32768.0
37,Al,13,6109.0,180.0,43000.0,16395.0,484.0,28805.0
37,Si,14,8322.0,119.0,36789.0,292.0,13958.0,113.0
37,P,15,10280.0,37.0,33350.0,38.0,12923.0,38.0
37,S,16,14192.0,0.0,27082.0,35.0,8807.0,0.0
37,Cl,17,18890.0,0.0,21481.0,1.0,7849.0,1.0
37,Ar,18,24043.0,0.0,16679.0,0.0,6786.0,0.0
37,K,19,29769.0,0.0,10364.0,0.0,6221.0,0.0
38,Al,13,5883.0,403.0,44671.0,17895.0,706.0,30831.0
38,Si,14,7876.0,127.0,39128.0,698.0,14918.0,108.0
38,P,15,10513.0,73.0,35149.0,166.0,14046.0,72.0
38,S,16,12339.0,7.0,29003.0,72.0,9329.0,15.0
38,Cl,17,16418.0,0.0,24125.0,13.0,7674.0,0.0
38,Ar,18,20625.0,0.0,18628.0,0.0,7208.0,0.0
38,K,19,27526.0,0.0,13856.0,0.0,6785.0,0.0
38,Ca,20,31749.0,40.0,6404.0,0.0,6105.0,0.0
39,Si,14,7250.0,176.0,40469.0,711.0,15744.0,301.0
39,P,15,9921.0,118.0,37162.0,212.0,14975.0,112.0
39,S,16,12408.0,50.0,31169.0,124.0,11196.0,61.0
39,Cl,17,14181.0,1.0,25382.0,37.0,7367.0,2.0
39,Ar,18,18437.0,5.0,20923.0,5.0,6820.0,5.0
39,K,19,25149.0,0.0,16623.0,0.0,7218.0,0.0
39,Ca,20,30289.0,0.0,10912.0,0.0,6660.0,0.0
40,Si,14,6542.0,360.0,43222.0,17375.0,771.0,28267.0
40,P,15,9635.0,169.0,38902.0,404.0,16489.0,214.0
40,S,16,12119.0,8.0,33245.0,104.0,12826.0,71.0
40,Cl,17,13902.0,32.0,27514.0,79.0,9731.0,34.0
40,Ar,18,16467.0,0.0,22756.0,7.0,6800.0,0.0
40,K,19,20877.0,0.0,18315.0,0.0,6438.0,0.0
40,Ca,20,28930.0,0.0,14709.0,0.0,7039.0,0.0
40,Sc,21,32416.0,6300.0,2.0,5531.0,2.0,32693.0
41,Si,14,6343.0,571.0,44734.0,18516.0,892.0,31128.0
41,P,15,8347.0,164.0,40208.0,17214.0,216.0,22327.0
41,S,16,11988.0,50.0,35906.0,135.0,14861.0,113.0
41,Cl,17,13649.0,68.0,29110.0,131.0,10736.0,78.0
41,Ar,18,15967.0,5.0,24482.0,50.0,8596.0,0.0
41,K,19,17894.0,0.0,20337.0,1.0,6222.0,0.0
41,Ca,20,23997.0,0.0,16473.0,5.0,6615.0,0.0
41,Sc,21,30612.0,24.0,9413.0,0.0,6267.0,0.0
42,P,15,7018.0,349.0,41158.0,17625.0,488.0,25841.0
42,S,16,10942.0,4.0,37645.0,345.0,15892.0,104.0
42,Cl,17,13416.0,67.0,31295.0,164.0,12635.0,93.0
42,Ar,18,15525.0,5.0,26162.0,7.0,9986.0,9.0
42,K,19,17629.0,0.0,22042.0,32.0,7648.0,0.0
42,Ca,20,19843.0,0.0,18085.0,0.0,6257.0,0.0
42,Sc,21,27740.0,2.0,13163.0,0.0,5745.0,0.0
42,Ti,22,32396.0,160.0,4836.0,0.0,5471.0,0.0
43,P,15,6483.0,567.0,43318.0,18395.0,28839.0,558.0
43,S,16,9329.0,6.0,38893.0,554.0,16940.0,135.0
43,Cl,17,12994.0,92.0,33757.0,135.0,13809.0,128.0
43,Ar,18,15084.0,5.0,27579.0,6.0,11272.0,50.0
43,K,19,17158.0,0.0,23846.0,68.0,9200.0,1.0
43,Ca,20,19413.0,0.0,19919.0,0.0,7591.0,5.0
43,Sc,21,23688.0,1.0,15206.0,1.0,4805.0,1.0
43,Ti,22,29766.0,28.0,8761.0,7.0,4463.0,7.0
44,P,15,6702.0,44227.0,19564.0,30835.0,43858.0,14575.0
44,S,16,7709.0,5.0,40252.0,17058.0,345.0,23469.0
44,Cl,17,11695.0,148.0,35972.0,342.0,14695.0,205.0
44,Ar,18,14393.0,5.0,29613.0,3.0,12260.0,4.0
44,K,19,16902.0,0.0,25527.0,59.0,10648.0,32.0
44,Ca,20,19064.0,0.0,21623.0,5.0,8853.0,0.0
44,Sc,21,21837.0,1.0,17371.0,1.0,6705.0,1.0
44,Ti,22,28586.0,0.0,13579.0,0.0,5127.0,0.0
44,V,23,32639.0,6573.0,181.0,6017.0,181.0,31146.0
45,S,16,7936.0,1035.0,41669.0,18534.0,1174.0,25781.0
45,Cl,17,10245.0,149.0,37520.0,571.0,15707.0,181.0
45,Ar,18,13903.0,5.0,32153.0,5.0,13187.0,4.0
45,K,19,16182.0,0.0,27034.0,61.0,11733.0,68.0
45,Ca,20,18545.0,0.0,23380.0,5.0,10169.0,0.0
45,Sc,21,21026.0,1.0,19074.0,0.0,7937.0,0.0
45,Ti,22,25831.0,7.0,15178.0,0.0,6296.0,0.0
45,V,23,30112.0,42.0,10275.0,2.0,5668.0,0.0
45,Cr,24,33687.0,4771.0,36.0,6242.0,45.0,33277.0
46,S,16,6598.0,42751.0,18555.0,30113.0,44439.0,10531.0
46,Cl,17,9617.0,249.0,38888.0,17294.0,377.0,21554.0
46,Ar,18,13242.0,1.0,35146.0,5.0,14560.0,3.0
46,K,19,15775.0,0.0,29607.0,136.0,13007.0,59.0
46,Ca,20,17813.0,2.0,25044.0,2.0,11141.0,6.0
46,Sc,21,20087.0,1.0,20557.0,0.0,9164.0,0.0
46,Ti,22,22721.0,0.0,17237.0,0.0,8005.0,0.0
46,V,23,29101.0,181.0,13837.0,1.0,7379.0,0.0
46,Cr,24,32254.0,6500.0,11.0,6791.0,11.0,30382.0
47,Cl,17,7660.0,39957.0,16884.0,25932.0,40038.0,11922.0
47,Ar,18,11738.0,1.0,35954.0,1035.0,15595.0,5.0
47,K,19,15238.0,1.0,32027.0,136.0,13977.0,61.0
47,Ca,20,17674.0,2.0,27151.0,2.0,12759.0,5.0
47,Sc,21,19407.0,2.0,22298.0,2.0,10186.0,1.0
47,Ti,22,22070.0,0.0,18703.0,0.0,8953.0,0.0
47,V,23,26263.0,0.0,15512.0,0.0,8243.0,1.0
47,Cr,24,31190.0,35.0,10130.0,6.0,7666.0,9.0
47,Mn,25,33459.0,5258.0,31.0,7074.0,53.0,32937.0
48,Cl,17,6563.0,41828.0,17156.0,28004.0,41279.0,13015.0
48,Ar,18,8651.0,307.0,37199.0,15502.0,307.0,21943.0
48,K,19,13013.0,1.0,33003.0,208.0,14324.0,136.0
48,Ca,20,17227.0,2.0,29029.0,1.0,13976.0,1.0
48,Sc,21,18885.0,5.0,23667.0,5.0,11147.0,4.0
48,Ti,22,20507.0,0.0,19931.0,2.0,9448.0,0.0
48,V,23,23544.0,0.0,17294.0,1.0,9086.0,2.0
48,Cr,24,29493.0,13.0,13272.0,7.0,7698.0,7.0
48,Mn,25,32869.0,6798.0,6.0,7604.0,181.0,30796.0
48,Fe,26,35053.0,3107.0,7065.0,34793.0,9273.0,36442.0
49,Ar,18,7966.0,39138.0,15625.0,24110.0,37240.0,7023.0
49,K,19,10042.0,1.0,34410.0,13773.0,136.0,16949.0
49,Ca,20,15097.0,2.0,30511.0,1.0,13953.0,0.0
49,Sc,21,18367.0,3.0,25427.0,3.0,12370.0,2.0
49,Ti,22,19769.0,0.0,20797.0,2.0,10176.0,0.0
49,V,23,22097.0,0.0,18203.0,2.0,9314.0,1.0
49,Cr,24,26913.0,6.0,14973.0,2.0,8748.0,2.0
49,Mn,25,31196.0,31.0,10191.0,2.0,8159.0,2.0
49,Fe,26,34024.0,4766.0,24.0,7660.0,42.0,32951.0
50,Ar,18,7191.0,40669.0,16095.0,26260.0,41711.0,8210.0
50,K,19,9586.0,7.0,36026.0,14293.0,208.0,18819.0
50,Ca,20,11507.0,1.0,31885.0,307.0,12241.0,1.0
50,Sc,21,16186.0,15.0,26840.0,15.0,11558.0,15.0
50,Ti,22,19081.0,0.0,21784.0,0.0,10717.0,2.0
50,V,23,20888.0,1.0,19298.0,4.0,9887.0,0.0
50,Cr,24,23582.0,7.0,16347.0,0.0,8559.0,0.0
50,Mn,25,29473.0,6.0,12727.0,1.0,7977.0,0.0
50,Fe,26,32619.0,6232.0,11.0,7429.0,14.0,30356.0
51,K,19,9047.0,13.0,38034.0,15161.0,20712.0,23.0
51,Ca,20,11175.0,0.0,33720.0,13390.0,1.0,13400.0
51,Sc,21,12810.0,20.0,28195.0,20.0,9941.0,20.0
51,Ti,22,17311.0,0.0,23011.0,0.0,9813.0,2.0
51,V,23,20384.0,0.0,20220.0,2.0,10292.0,1.0
51,Cr,24,22260.0,2.0,17465.0,0.0,8938.0,0.0
51,Mn,25,26765.0,2.0,14859.0,0.0,8662.0,0.0
51,Fe,26,31594.0,25.0,9447.0,9.0,8064.0,10.0
52,K,19,7552.0,34.0,39455.0,15282.0,23305.0,88.0
52,Ca,20,10819.0,1.0,35515.0,14409.0,307.0,15203.0
52,Sc,21,12038.0,83.0,29293.0,82.0,10583.0,81.0
52,Ti,22,14180.0,7.0,24458.0,7.0,7670.0,7.0
52,V,23,18362.0,0.0,21474.0,15.0,9364.0,4.0
52,Cr,24,21299.0,0.0,18565.0,0.0,9351.0,0.0
52,Mn,25,24222.0,1.0,16061.0,1.0,8654.0,2.0
52,Fe,26,29996.0,9.0,12646.0,5.0,7933.0,8.0
52,Co,27,32873.0,6311.0,8.0,7489.0,10.0,32081.0
53,K,19,5922.0,112.0,41164.0,15661.0,26611.0,146.0
53,Ca,20,9198.0,43.0,37276.0,14623.0,17443.0,109.0
53,Sc,21,11820.0,96.0,30968.0,94.0,11720.0,94.0
53,Ti,22,13240.0,100.0,25076.0,100.0,7956.0,100.0
53,V,23,15789.0,3.0,23200.0,20.0,7714.0,4.0
53,Cr,24,19978.0,0.0,20132.0,0.0,9148.0,0.0
53,Mn,25,22588.0,0.0,17064.0,0.0,9153.0,0.0
53,Fe,26,26887.0,9.0,14074.0,1.0,8039.0,2.0
53,Co,27,31459.0,48.0,8993.0,1.0,7463.0,2.0
54,Ca,20,7036.0,48.0,38459.0,14256.0,20461.0,95.0
54,Sc,21,9590.0,284.0,31331.0,274.0,10587.0,272.0
54,Ti,22,12294.0,82.0,25933.0,82.0,8457.0,82.0
54,V,23,14592.0,15.0,24027.0,83.0,7770.0,21.0
54,Cr,24,17658.0,0.0,22042.0,7.0,7928.0,0.0
54,Mn,25,20992.0,2.0,18691.0,1.0,8758.0,1.0
54,Fe,26,24066.0,5.0,15413.0,0.0,8417.0,0.0
54,Co,27,29791.0,8.0,11880.0,1.0,7807.0,0.0
54,Ni,28,33091.0,5525.0,6.0,7226.0,9.0,33006.0
55,Sc,21,7395.0,463.0,32441.0,467.0,10068.0,454.0
55,Ti,22,10979.0,190.0,26858.0,167.0,7760.0,161.0
55,V,23,13436.0,95.0,24815.0,133.0,8340.0,97.0
55,Cr,24,15965.0,0.0,22856.0,100.0,7801.0,0.0
55,Mn,25,19164.0,0.0,20439.0,3.0,7933.0,0.0
55,Fe,26,22676.0,1.0,16772.0,0.0,8454.0,0.0
55,Co,27,27513.0,1.0,13917.0,0.0,8210.0,0.0
55,Ni,28,31847.0,25.0,8966.0,1.0,7558.0,8.0
56,Sc,21,7103.0,647.0,34428.0,10139.0,587.0,21302.0
56,Ti,22,9840.0,146.0,28737.0,130.0,7478.0,121.0
56,V,23,12404.0,177.0,26841.0,325.0,8136.0,194.0
56,Cr,24,14492.0,0.0,24240.0,82.0,8240.0,7.0
56,Mn,25,17496.0,1.0,21596.0,15.0,7892.0,0.0
56,Fe,26,20495.0,0.0,18250.0,0.0,7612.0,0.0
56,Co,27,24173.0,0.0,15060.0,1.0,7758.0,1.0
56,Ni,28,30771.0,4.0,12230.0,0.0,8002.0,5.0
56,Cu,29,33375.0,5211.0,14.0,6706.0,17.0,35253.0
57,Sc,21,6979.0,1380.0,36282.0,11125.0,1308.0,23417.0
57,Ti,22,8390.0,303.0,30143.0,6952.0,260.0,18609.0
57,V,23,11411.0,124.0,28832.0,461.0,7931.0,123.0
57,Cr,24,13557.0,1.0,25434.0,161.0,8118.0,100.0
57,Mn,25,15916.0,1.0,22919.0,95.0,8060.0,3.0
57,Fe,26,18843.0,0.0,19650.0,0.0,7319.0,0.0
57,Co,27,21458.0,0.0,16211.0,0.0,7080.0,0.0
57,Ni,28,26890.0,0.0,13180.0,0.0,7561.0,1.0
57,Cu,29,31816.0,155.0,7856.0,0.0,7074.0,1.0
58,Ti,22,7933.0,31790.0,8374.0,20882.0,31525.0,5232.0
58,V,23,10389.0,198.0,30127.0,593.0,8935.0,287.0
58,Cr,24,12849.0,1.0,27249.0,121.0,8794.0,82.0
58,Mn,25,15058.0,2.0,24250.0,176.0,8359.0,15.0
58,Fe,26,17690.0,0.0,21448.0,0.0,7645.0,0.0
58,Co,27,19949.0,1.0,17513.0,1.0,6714.0,1.0
58,Ni,28,22463.0,0.0,14199.0,0.0,6399.0,0.0
58,Cu,29,29167.0,14.0,10205.0,0.0,6082.0,0.0
58,Zn,30,33052.0,2969.0,50.0,5445.0,50.0,35218.0
59,Ti,22,7737.0,33213.0,9584.0,22576.0,30880.0,6821.0
59,V,23,9561.0,180.0,31414.0,1314.0,10097.0,482.0
59,Cr,24,11703.0,216.0,28748.0,335.0,8842.0,270.0
59,Mn,25,14181.0,2.0,25689.0,80.0,8805.0,95.0
59,Fe,26,16625.0,0.0,22718.0,1.0,7980.0,0.0
59,Co,27,19026.0,0.0,19321.0,1.0,6942.0,0.0
59,Ni,28,21215.0,0.0,15552.0,0.0,6100.0,0.0
59,Cu,29,25192.0,0.0,11590.0,0.0,4753.0,0.0
59,Zn,30,30808.0,5709.0,0.0,4304.0,0.0,31346.0
60,V,23,8982.0,237.0,32944.0,10814.0,626.0,19725.0
60,Cr,24,10820.0,193.0,30137.0,9774.0,228.0,14743.0
60,Mn,25,13283.0,3.0,27144.0,89.0,9237.0,176.0
60,Fe,26,15400.0,3.0,23999.0,3.0,8552.0,3.0
60,Co,27,17945.0,1.0,20400.0,2.0,7163.0,0.0
60,Ni,28,20387.0,0.0,16895.0,0.0,6290.0,0.0
60,Cu,29,22820.0,1.0,13075.0,1.0,4729.0,1.0
60,Zn,30,28018.0,50.0,8523.0,0.0,2691.0,0.0
60,Ga,31,32193.0,2501.0,3372.0,34121.0,9479.0,31792.0
61,V,23,8817.0,908.0,34782.0,11935.0,1581.0,21235.0
61,Cr,24,10532.0,238.0,31543.0,10984.0,275.0,16445.0
61,Mn,25,12359.0,3.0,28488.0,161.0,9753.0,80.0
61,Fe,26,14398.0,2.0,25412.0,216.0,8820.0,2.0
61,Co,27,16810.0,0.0,21950.0,2.0,7836.0,1.0
61,Ni,28,19207.0,0.0,18135.0,0.0,6464.0,0.0
61,Cu,29,21768.0,1.0,14332.0,0.0,5063.0,1.0
61,Zn,30,25275.0,15.0,9770.0,15.0,2689.0,15.0
61,Ga,31,29517.0,5354.0,38.0,2250.0,38.0,30235.0
62,V,23,8377.0,36002.0,13025.0,23048.0,33697.0,8928.0
62,Cr,24,10368.0,243.0,33143.0,12210.0,17983.0,148.0
62,Mn,25,11698.0,6.0,29859.0,220.0,10547.0,89.0
62,Fe,26,13607.0,4.0,26786.0,193.0,9311.0,3.0
62,Co,27,15916.0,18.0,23034.0,18.0,8021.0,18.0
62,Ni,28,18415.0,0.0,19911.0,3.0,7016.0,0.0
62,Cu,29,20584.0,1.0,15715.0,0.0,5365.0,1.0
62,Zn,30,23136.0,0.0,11272.0,0.0,3364.0,0.0
62,Ga,31,28539.0,8219.0,1.0,2744.0,0.0,27667.0
63,Cr,24,9674.0,372.0,34236.0,12922.0,19628.0,358.0
63,Mn,25,11287.0,4.0,30958.0,894.0,11479.0,161.0
63,Fe,26,12857.0,5.0,27738.0,101.0,9974.0,216.0
63,Co,27,15096.0,18.0,24687.0,18.0,8751.0,18.0
63,Ni,28,17433.0,0.0,21170.0,2.0,7272.0,0.0
63,Cu,29,19738.0,0.0,17259.0,0.0,5774.0,0.0
63,Zn,30,22007.0,15.0,12569.0,1.0,3481.0,1.0
63,Ga,31,25555.0,38.0,9140.0,1.0,2613.0,1.0
64,Cr,24,8727.0,463.0,35558.0,13575.0,21489.0,439.0
64,Mn,25,10607.0,7.0,32091.0,12171.0,220.0,16803.0
64,Fe,26,12234.0,5.0,28652.0,148.0,10724.0,193.0
64,Co,27,14510.0,27.0,25846.0,21.0,9249.0,20.0
64,Ni,28,16495.0,0.0,22798.0,2.0,8110.0,3.0
64,Cu,29,18779.0,0.0,18578.0,18.0,6199.0,0.0
64,Zn,30,20978.0,0.0,13835.0,0.0,3955.0,0.0
64,Ga,31,22988.0,1.0,10623.0,1.0,2912.0,2.0
64,Ge,32,28718.0,7725.0,3.0,2566.0,3.0,27615.0
65,Cr,24,8355.0,37047.0,14295.0,22998.0,34484.0,6698.0
65,Mn,25,10222.0,5.0,33655.0,12885.0,894.0,18217.0
65,Fe,26,11724.0,6.0,29788.0,358.0,11167.0,101.0
65,Co,27,13476.0,18.0,26876.0,4.0,9867.0,3.0
65,Ni,28,15755.0,0.0,24068.0,4.0,8630.0,2.0
