A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
65,Cu,29,17826.0,0.0,19990.0,18.0,6790.0,0.0
65,Zn,30,19841.0,1.0,14977.0,0.0,4115.0,0.0
65,Ga,31,22253.0,1.0,11655.0,0.0,3098.0,0.0
65,Ge,32,25699.0,37.0,8842.0,2.0,2554.0,16.0
66,Mn,25,9903.0,11.0,35009.0,13699.0,19658.0,17.0
66,Fe,26,11240.0,6.0,31166.0,439.0,11597.0,148.0
66,Co,27,12758.0,24.0,27997.0,14.0,10309.0,15.0
66,Ni,28,15050.0,1.0,25614.0,5.0,9553.0,3.0
66,Cu,29,16976.0,0.0,21043.0,20.0,7258.0,18.0
66,Zn,30,19037.0,0.0,16378.0,0.0,4577.0,0.0
66,Ga,31,21033.0,1.0,12877.0,1.0,3361.0,1.0
66,Ge,32,23434.0,4.0,10180.0,2.0,2863.0,2.0
67,Mn,25,8635.0,36258.0,13995.0,21862.0,35139.0,8536.0
67,Fe,26,10534.0,270.0,31968.0,12027.0,448.0,18132.0
67,Co,27,12279.0,6.0,28932.0,7.0,10859.0,7.0
67,Ni,28,14759.0,2.0,27102.0,5.0,10531.0,5.0
67,Cu,29,16198.0,1.0,22712.0,2.0,7892.0,18.0
67,Zn,30,18110.0,0.0,17332.0,0.0,4792.0,0.0
67,Ga,31,20364.0,1.0,14193.0,1.0,3724.0,1.0
67,Ge,32,22322.0,5.0,11324.0,4.0,2869.0,4.0
67,As,33,25792.0,84.0,8507.0,0.0,2465.0,1.0
68,Mn,25,7772.0,37347.0,14485.0,23551.0,35019.0,9159.0
68,Fe,26,9561.0,365.0,33345.0,12432.0,571.0,19976.0
68,Co,27,11664.0,190.0,29758.0,189.0,11366.0,189.0
68,Ni,28,13600.0,3.0,27973.0,5.0,10919.0,5.0
68,Cu,29,15451.0,1.0,23736.0,14.0,8199.0,20.0
68,Zn,30,17250.0,0.0,18578.0,1.0,5333.0,0.0
68,Ga,31,19504.0,1.0,15405.0,1.0,4086.0,1.0
68,Ge,32,21514.0,3.0,12657.0,2.0,3399.0,1.0
68,As,33,23012.0,5.0,9748.0,2.0,2486.0,2.0
69,Fe,26,9562.0,34927.0,13235.0,20949.0,31519.0,4830.0
69,Co,27,11100.0,140.0,31397.0,11736.0,140.0,15457.0
69,Ni,28,12378.0,4.0,28946.0,270.0,11185.0,6.0
69,Cu,29,14559.0,1.0,24992.0,6.0,8975.0,2.0
69,Zn,30,16680.0,0.0,19253.0,3.0,5717.0,0.0
69,Ga,31,18591.0,1.0,16586.0,1.0,4489.0,1.0
69,Ge,32,20585.0,4.0,13798.0,1.0,3613.0,1.0
69,As,33,22667.0,32.0,10811.0,32.0,2879.0,32.0
69,Se,34,25997.0,67.0,8354.0,4.0,2381.0,2.0
70,Fe,26,9166.0,36288.0,14215.0,22704.0,35219.0,5698.0
70,Co,27,10842.0,32828.0,12304.0,16347.0,29148.0,5278.0
70,Ni,28,11892.0,3.0,30304.0,365.0,11570.0,4.0
70,Cu,29,13551.0,1.0,25623.0,189.0,8992.0,14.0
70,Zn,30,15700.0,2.0,20678.0,3.0,5983.0,2.0
70,Ga,31,17966.0,1.0,17921.0,1.0,5076.0,1.0
70,Ge,32,19725.0,2.0,15132.0,1.0,4087.0,1.0
70,As,33,21589.0,50.0,11833.0,50.0,3043.0,50.0
70,Se,34,23883.0,1.0,9529.0,2.0,2747.0,2.0
71,Fe,26,8543.0,37427.0,15174.0,23977.0,34239.0,7129.0
71,Co,27,10233.0,485.0,34178.0,13335.0,18341.0,465.0
71,Ni,28,11570.0,4.0,30955.0,12220.0,270.0,11922.0
71,Cu,29,13117.0,2.0,27009.0,140.0,9814.0,6.0
71,Zn,30,15053.0,2.0,21928.0,4.0,6011.0,3.0
71,Ga,31,16953.0,1.0,18980.0,1.0,5244.0,1.0
71,Ge,32,18948.0,1.0,16066.0,1.0,4451.0,1.0
71,As,33,20923.0,32.0,13143.0,4.0,3438.0,4.0
71,Se,34,22854.0,3.0,10623.0,3.0,2913.0,5.0
71,Br,35,26385.0,42.0,7968.0,32.0,2340.0,5.0
72,Co,27,9713.0,35278.0,14245.0,19583.0,31919.0,7135.0
72,Ni,28,11154.0,3.0,32294.0,13164.0,365.0,13919.0
72,Cu,29,12949.0,1.0,27731.0,10277.0,189.0,8805.0
72,Zn,30,14723.0,2.0,23509.0,3.0,7106.0,3.0
72,Ga,31,15820.0,1.0,20189.0,1.0,5446.0,1.0
72,Ge,32,18166.0,0.0,17599.0,1.0,5003.0,0.0
72,As,33,20030.0,50.0,13897.0,4.0,3568.0,4.0
72,Se,34,22080.0,2.0,11884.0,2.0,3314.0,2.0
72,Br,35,23778.0,14.0,9297.0,50.0,2592.0,2.0
73,Co,27,9191.0,36426.0,15073.0,21569.0,34807.0,8737.0
73,Ni,28,10844.0,3.0,33257.0,13503.0,15485.0,3.0
73,Cu,29,12418.0,2.0,29195.0,465.0,11133.0,140.0
73,Zn,30,14407.0,3.0,24765.0,2.0,8039.0,4.0
73,Ga,31,15702.0,1.0,21566.0,2.0,6388.0,2.0
73,Ge,32,17533.0,0.0,18546.0,2.0,5304.0,0.0
73,As,33,19202.0,5.0,15391.0,3.0,4049.0,4.0
73,Se,34,21223.0,7.0,12898.0,7.0,3551.0,7.0
73,Br,35,23287.0,9.0,10332.0,8.0,2960.0,32.0
73,Kr,36,26367.0,128.0,7983.0,7.0,2541.0,6.0
74,Ni,28,10373.0,34604.0,14371.0,17300.0,32845.0,2460.0
74,Cu,29,12365.0,6.0,30385.0,11801.0,12043.0,6.0
74,Zn,30,13753.0,3.0,26108.0,3.0,8967.0,3.0
74,Ga,31,15603.0,3.0,22844.0,3.0,7498.0,3.0
74,Ge,32,16979.0,0.0,19854.0,2.0,6282.0,1.0
74,As,33,18772.0,4.0,16849.0,1.0,4374.0,2.0
74,Se,34,20487.0,1.0,14205.0,0.0,4076.0,0.0
74,Br,35,22369.0,5.0,11636.0,7.0,3371.0,50.0
74,Kr,36,24533.0,8.0,9041.0,2.0,2826.0,2.0
75,Ni,28,10064.0,35708.0,15025.0,18529.0,31729.0,3905.0
75,Cu,29,11626.0,3.0,31631.0,12526.0,465.0,13993.0
75,Zn,30,13108.0,2.0,27028.0,3.0,9577.0,2.0
75,Ga,31,14907.0,2.0,24055.0,3.0,8178.0,2.0
75,Ge,32,16702.0,0.0,20841.0,1.0,6953.0,2.0
75,As,33,18224.0,3.0,17912.0,1.0,5319.0,1.0
75,Se,34,20084.0,7.0,15449.0,0.0,4687.0,0.0
75,Br,35,21602.0,8.0,12732.0,5.0,3638.0,5.0
75,Kr,36,23914.0,10.0,10674.0,10.0,3602.0,8.0
75,Rb,37,27280.0,8149.0,7.0,3141.0,5.0,25399.0
76,Ni,28,9317.0,36618.0,15625.0,20673.0,35279.0,4770.0
76,Cu,29,11112.0,9.0,32734.0,13201.0,15320.0,6.0
76,Zn,30,12688.0,2.0,28425.0,10501.0,2.0,10909.0
76,Ga,31,14389.0,3.0,24868.0,6.0,8938.0,2.0
76,Ge,32,15933.0,0.0,22034.0,2.0,7492.0,2.0
76,As,33,17573.0,1.0,18819.0,3.0,6128.0,1.0
76,Se,34,19181.0,0.0,16407.0,0.0,5090.0,0.0
76,Br,35,21143.0,11.0,14006.0,9.0,4484.0,10.0
76,Kr,36,22824.0,4.0,11378.0,4.0,3570.0,4.0
76,Rb,37,24705.0,3.0,9768.0,5.0,3842.0,1.0
77,Cu,29,10295.0,33552.0,13631.0,17368.0,31403.0,5608.0
77,Zn,30,12372.0,2.0,29337.0,11105.0,3.0,12423.0
77,Ga,31,13670.0,3.0,26098.0,3.0,9429.0,3.0
77,Ge,32,15498.0,0.0,23231.0,1.0,8044.0,1.0
77,As,33,17024.0,1.0,20029.0,2.0,6641.0,2.0
77,Se,34,18572.0,0.0,17320.0,0.0,5726.0,0.0
77,Br,35,20270.0,5.0,14778.0,2.0,4706.0,4.0
77,Kr,36,21988.0,8.0,12577.0,1.0,4366.0,7.0
77,Rb,37,23754.0,1.0,10301.0,4.0,3607.0,7.0
77,Sr,38,27327.0,220.0,8057.0,11.0,3676.0,10.0
78,Cu,29,9664.0,503.0,34565.0,14102.0,19208.0,503.0
78,Zn,30,11322.0,2.0,30431.0,11452.0,14378.0,4.0
78,Ga,31,13551.0,2.0,27307.0,6.0,10124.0,6.0
78,Ge,32,14791.0,3.0,24136.0,3.0,8530.0,4.0
78,As,33,16668.0,9.0,21098.0,9.0,7192.0,10.0
78,Se,34,17916.0,0.0,18391.0,0.0,6028.0,0.0
78,Br,35,19305.0,9.0,15738.0,3.0,5017.0,3.0
78,Kr,36,21307.0,4.0,13504.0,0.0,4389.0,0.0
78,Rb,37,22598.0,3.0,11224.0,9.0,4072.0,6.0
78,Sr,38,25068.0,35.0,8738.0,8.0,3267.0,7.0
79,Zn,30,10785.0,2.0,31211.0,11827.0,16094.0,37.0
79,Ga,31,12697.0,3.0,28502.0,10501.0,2.0,11088.0
79,Ge,32,14456.0,37.0,25315.0,37.0,9392.0,37.0
79,As,33,15862.0,5.0,22221.0,5.0,7596.0,5.0
79,Se,34,17460.0,0.0,19282.0,0.0,6485.0,0.0
79,Br,35,18975.0,2.0,16729.0,1.0,5458.0,1.0
79,Kr,36,20415.0,4.0,14420.0,3.0,4697.0,3.0
79,Rb,37,22115.0,2.0,12146.0,3.0,4120.0,4.0
79,Sr,38,23816.0,11.0,9885.0,8.0,3578.0,11.0
79,Y,39,27522.0,7565.0,79.0,3024.0,79.0,26168.0
80,Zn,30,10308.0,3.0,32337.0,12443.0,17886.0,3.0
80,Ga,31,11660.0,3.0,29304.0,503.0,10672.0,7.0
80,Ge,32,13815.0,4.0,26630.0,2.0,9657.0,2.0
80,As,33,15540.0,10.0,23086.0,3.0,8342.0,3.0
80,Se,34,16876.0,0.0,20475.0,3.0,6971.0,0.0
80,Br,35,18579.0,3.0,17649.0,9.0,6022.0,1.0
80,Kr,36,19857.0,0.0,15445.0,0.0,5066.0,0.0
80,Rb,37,21382.0,3.0,13301.0,4.0,4311.0,9.0
80,Sr,38,23280.0,8.0,10711.0,3.0,3722.0,5.0
80,Y,39,25118.0,8790.0,7.0,3093.0,6.0,22728.0
81,Zn,30,8910.0,5.0,33207.0,11825.0,20092.0,5.0
81,Ga,31,11222.0,3.0,30466.0,11429.0,14905.0,4.0
81,Ge,32,12907.0,37.0,27437.0,3.0,9927.0,2.0
81,As,33,15039.0,5.0,24563.0,3.0,8965.0,3.0
81,Se,34,16614.0,1.0,21440.0,37.0,7601.0,0.0
81,Br,35,18051.0,1.0,18918.0,5.0,6485.0,1.0
81,Kr,36,19396.0,3.0,16356.0,1.0,5521.0,1.0
81,Rb,37,20796.0,5.0,13966.0,5.0,4646.0,5.0
81,Sr,38,22193.0,8.0,11663.0,4.0,3783.0,3.0
81,Y,39,24037.0,79.0,9487.0,5.0,3307.0,5.0
81,Zr,40,26832.0,6561.0,94.0,2081.0,94.0,25710.0
82,Zn,30,6807.0,4.0,34262.0,10849.0,23101.0,3.0
82,Ga,31,9849.0,3.0,31309.0,10858.0,503.0,17174.0
82,Ge,32,12022.0,3.0,28344.0,3.0,10356.0,2.0
82,As,33,14033.0,5.0,25459.0,4.0,8824.0,4.0
82,Se,34,15977.0,0.0,22636.0,2.0,8156.0,3.0
82,Br,35,17752.0,1.0,19862.0,3.0,7106.0,9.0
82,Kr,36,18841.0,0.0,17410.0,0.0,5990.0,0.0
82,Rb,37,20154.0,3.0,14876.0,3.0,5160.0,4.0
82,Sr,38,21841.0,6.0,12694.0,6.0,4256.0,6.0
82,Y,39,23058.0,8.0,10466.0,5.0,3553.0,6.0
82,Zr,40,25414.0,7897.0,11.0,2882.0,13.0,23261.0
83,Ga,31,7771.0,4.0,32415.0,9942.0,20412.0,3.0
83,Ge,32,10827.0,3.0,29354.0,5.0,9969.0,3.0
83,As,33,13278.0,3.0,26619.0,4.0,9546.0,3.0
83,Se,34,15094.0,3.0,23626.0,3.0,8238.0,37.0
83,Br,35,17179.0,3.0,21058.0,4.0,7802.0,6.0
83,Kr,36,18437.0,1.0,18179.0,0.0,6498.0,0.0
83,Rb,37,19756.0,5.0,15671.0,2.0,5427.0,2.0
83,Sr,38,21412.0,7.0,13679.0,6.0,4780.0,7.0
83,Y,39,22635.0,19.0,11326.0,19.0,3827.0,18.0
83,Zr,40,24594.0,94.0,8961.0,7.0,2859.0,10.0
83,Nb,41,27338.0,6421.0,151.0,2163.0,170.0,26236.0
84,Ge,32,8876.0,3.0,30412.0,4.0,8924.0,4.0
84,As,33,11890.0,4.0,27500.0,3.0,9054.0,4.0
84,Se,34,14496.0,2.0,25110.0,2.0,8837.0,2.0
84,Br,35,16427.0,25.0,22255.0,26.0,7993.0,25.0
84,Kr,36,17990.0,0.0,19423.0,0.0,7104.0,0.0
84,Rb,37,19713.0,3.0,16838.0,2.0,6294.0,2.0
84,Sr,38,20782.0,6.0,14635.0,1.0,5181.0,1.0
84,Y,39,21972.0,6.0,12284.0,5.0,4143.0,4.0
84,Zr,40,23933.0,12.0,9989.0,8.0,3535.0,6.0
84,Nb,41,25271.0,7732.0,14.0,2495.0,14.0,23518.0
85,Ge,32,8289.0,4.0,31411.0,9348.0,6.0,19290.0
85,As,33,9662.0,4.0,28509.0,4.0,7986.0,4.0
85,Se,34,13215.0,4.0,26015.0,3.0,8546.0,3.0
85,Br,35,15704.0,4.0,23484.0,4.0,8467.0,4.0
85,Kr,36,17632.0,2.0,20717.0,3.0,7516.0,2.0
85,Rb,37,19239.0,2.0,17731.0,3.0,6615.0,0.0
85,Sr,38,20448.0,7.0,15690.0,2.0,5832.0,3.0
85,Y,39,21779.0,26.0,13349.0,19.0,4810.0,19.0
85,Zr,40,23406.0,9.0,10955.0,9.0,4071.0,7.0
85,Nb,41,24866.0,150.0,8651.0,19.0,2991.0,6.0
85,Mo,42,27312.0,6176.0,17.0,2474.0,95.0,26560.0
86,Ge,32,7394.0,437.0,32048.0,9510.0,437.0,21103.0
86,As,33,9251.0,4.0,29452.0,8456.0,4.0,16670.0
86,Se,34,10698.0,3.0,26932.0,4.0,7513.0,3.0
86,Br,35,13991.0,25.0,24356.0,4.0,7951.0,4.0
86,Kr,36,16968.0,0.0,21895.0,1.0,8096.0,0.0
86,Rb,37,19130.0,2.0,19541.0,25.0,7673.0,0.0
86,Sr,38,20016.0,1.0,16661.0,0.0,6356.0,0.0
86,Y,39,21531.0,14.0,14102.0,14.0,5520.0,14.0
86,Zr,40,22689.0,6.0,11897.0,3.0,4383.0,6.0
86,Nb,41,24057.0,14.0,9817.0,6.0,3494.0,7.0
86,Mo,42,26083.0,7266.0,6.0,2903.0,11.0,24340.0
87,As,33,8571.0,4.0,30347.0,8785.0,3.0,18273.0
87,Se,34,10155.0,3.0,27880.0,4.0,7874.0,3.0
87,Br,35,11458.0,4.0,25280.0,4.0,6647.0,4.0
87,Kr,36,15371.0,2.0,22873.0,2.0,7793.0,3.0
87,Rb,37,18573.0,0.0,20600.0,3.0,8009.0,3.0
87,Sr,38,19919.0,2.0,17977.0,2.0,7314.0,0.0
87,Y,39,21318.0,19.0,15428.0,1.0,6372.0,2.0
87,Zr,40,22314.0,7.0,12821.0,5.0,4974.0,7.0
87,Nb,41,23737.0,7.0,10610.0,20.0,4093.0,19.0
87,Mo,42,25517.0,16.0,8287.0,7.0,3398.0,7.0
88,As,33,7900.0,31218.0,9057.0,19996.0,28759.0,7635.0
88,Se,34,9523.0,4.0,29062.0,437.0,8160.0,4.0
88,Br,35,11226.0,4.0,26331.0,4.0,7287.0,4.0
88,Kr,36,12568.0,2.0,23766.0,3.0,6168.0,3.0
88,Rb,37,16004.0,0.0,21554.0,3.0,7250.0,25.0
88,Sr,38,19541.0,0.0,19233.0,0.0,7907.0,0.0
88,Y,39,21158.0,14.0,16129.0,1.0,6964.0,2.0
88,Zr,40,21802.0,6.0,13683.0,5.0,5404.0,5.0
88,Nb,41,23182.0,59.0,11468.0,60.0,4704.0,58.0
88,Mo,42,24718.0,5.0,9295.0,5.0,3689.0,6.0
88,Tc,43,26254.0,7125.0,149.0,2887.0,149.0,24821.0
89,Se,34,8708.0,4.0,29492.0,8293.0,5.0,17543.0
89,Br,35,10525.0,4.0,27234.0,4.0,7510.0,4.0
89,Kr,36,11968.0,2.0,24687.0,3.0,6547.0,3.0
89,Rb,37,13257.0,5.0,22398.0,6.0,5561.0,6.0
89,Sr,38,17471.0,0.0,20077.0,0.0,7153.0,2.0
89,Y,39,20832.0,1.0,17688.0,1.0,7965.0,1.0
89,Zr,40,21671.0,5.0,14573.0,3.0,6197.0,4.0
89,Nb,41,22893.0,24.0,12184.0,23.0,5208.0,30.0
89,Mo,42,24272.0,4.0,10245.0,5.0,4264.0,7.0
89,Tc,43,25847.0,5.0,8098.0,7.0,3540.0,5.0
90,Se,34,8058.0,329.0,30240.0,8825.0,548.0,19159.0
90,Br,35,9426.0,4.0,27858.0,7463.0,4.0,15364.0
90,Kr,36,11410.0,3.0,25653.0,3.0,6881.0,3.0
90,Rb,37,12898.0,6.0,23226.0,7.0,6157.0,7.0
90,Sr,38,14169.0,2.0,20834.0,3.0,5107.0,2.0
90,Y,39,18337.0,2.0,18463.0,1.0,6171.0,1.0
90,Zr,40,21286.0,5.0,15428.0,0.0,6674.0,0.0
90,Nb,41,22630.0,58.0,12940.0,3.0,5803.0,14.0
90,Mo,42,23628.0,5.0,11121.0,6.0,4628.0,4.0
90,Tc,43,25186.0,149.0,9129.0,58.0,4015.0,5.0
90,Ru,44,26687.0,6775.0,5.0,3198.0,5.0,25174.0
91,Se,34,7730.0,433.0,31429.0,8927.0,20393.0,433.0
91,Br,35,8975.0,4.0,28887.0,7914.0,4.0,16637.0
91,Kr,36,10580.0,3.0,26559.0,4.0,6972.0,3.0
91,Rb,37,12175.0,9.0,24048.0,8.0,6278.0,8.0
91,Sr,38,13585.0,5.0,21694.0,5.0,5367.0,5.0
91,Y,39,14785.0,2.0,19216.0,5.0,4178.0,1.0
91,Zr,40,19162.0,3.0,16264.0,0.0,5440.0,0.0
91,Nb,41,22155.0,23.0,13507.0,3.0,6044.0,3.0
91,Mo,42,23336.0,7.0,11911.0,6.0,5286.0,7.0
91,Tc,43,24734.0,4.0,9939.0,23.0,4537.0,7.0
91,Ru,44,26122.0,7802.0,4.0,3779.0,3.0,22310.0
92,Br,35,8375.0,7.0,29480.0,7938.0,18539.0,9.0
92,Kr,36,9952.0,3.0,27547.0,329.0,7310.0,4.0
92,Rb,37,11550.0,8.0,25350.0,6.0,6481.0,6.0
92,Sr,38,13061.0,4.0,22486.0,3.0,5600.0,4.0
92,Y,39,14465.0,9.0,20030.0,11.0,4632.0,9.0
92,Zr,40,15829.0,0.0,17088.0,2.0,2962.0,0.0
92,Nb,41,19934.0,3.0,14537.0,2.0,4579.0,2.0
92,Mo,42,22778.0,3.0,12613.0,0.0,5604.0,5.0
92,Tc,43,24343.0,3.0,10842.0,4.0,5177.0,58.0
92,Ru,44,25560.0,4.0,8706.0,4.0,4039.0,4.0
92,Rh,45,27442.0,6852.0,4.0,3742.0,149.0,25869.0
93,Br,35,7925.0,430.0,30572.0,8517.0,19729.0,430.0
93,Kr,36,9304.0,3.0,28133.0,433.0,7568.0,4.0
93,Rb,37,11017.0,10.0,26090.0,8.0,6770.0,8.0
93,Sr,38,12576.0,9.0,23689.0,7.0,5974.0,7.0
93,Y,39,14018.0,10.0,21060.0,13.0,4939.0,11.0
93,Zr,40,15369.0,0.0,18048.0,5.0,3337.0,0.0
93,Nb,41,16717.0,3.0,15439.0,2.0,1929.0,2.0
93,Mo,42,20740.0,6.0,13489.0,0.0,4356.0,3.0
93,Tc,43,23762.0,2.0,11546.0,3.0,5405.0,23.0
93,Ru,44,25119.0,3.0,9585.0,6.0,4626.0,4.0
93,Rh,45,26585.0,7603.0,3.0,4041.0,4.0,22744.0
94,Kr,36,8721.0,12.0,29202.0,7972.0,329.0,17497.0
94,Rb,37,9932.0,6.0,26907.0,7.0,6987.0,3.0
94,Sr,38,12120.0,3.0,24654.0,3.0,6311.0,2.0
94,Y,39,13677.0,11.0,22156.0,8.0,5411.0,9.0
94,Zr,40,14952.0,0.0,18979.0,3.0,3746.0,2.0
94,Nb,41,16058.0,1.0,16130.0,9.0,2299.0,2.0
94,Mo,42,17748.0,0.0,14532.0,0.0,2066.0,0.0
94,Tc,43,21375.0,5.0,12282.0,4.0,3921.0,5.0
94,Ru,44,24425.0,4.0,10352.0,3.0,4836.0,4.0
94,Rh,45,26051.0,5.0,8559.0,4.0,4607.0,3.0
94,Pd,46,27665.0,6379.0,5.0,3643.0,5.0,25962.0
95,Kr,36,8165.0,18.0,30021.0,8003.0,433.0,18960.0
95,Rb,37,9414.0,21.0,27579.0,431.0,7209.0,20.0
95,Sr,38,11176.0,9.0,25561.0,6.0,6570.0,6.0
95,Y,39,13124.0,12.0,23166.0,10.0,5888.0,10.0
95,Zr,40,14680.0,0.0,20152.0,7.0,4432.0,5.0
95,Nb,41,15716.0,1.0,17137.0,10.0,2859.0,1.0
95,Mo,42,17047.0,0.0,15167.0,0.0,2241.0,0.0
95,Tc,43,18557.0,5.0,13386.0,5.0,1808.0,5.0
95,Ru,44,22383.0,9.0,11228.0,9.0,3673.0,11.0
95,Rh,45,25471.0,4.0,9312.0,4.0,4778.0,4.0
95,Pd,46,27108.0,7327.0,3.0,4150.0,3.0,23335.0
96,Kr,36,7874.0,23.0,30854.0,8781.0,19844.0,22.0
96,Rb,37,8934.0,3.0,28532.0,7546.0,7.0,16981.0
96,Sr,38,10221.0,8.0,26154.0,14.0,6579.0,8.0
96,Y,39,12127.0,8.0,24351.0,6.0,5988.0,8.0
96,Zr,40,14312.0,0.0,21171.0,1.0,4996.0,3.0
96,Nb,41,15376.0,1.0,17829.0,6.0,3211.0,9.0
96,Mo,42,16523.0,0.0,16103.0,0.0,2760.0,0.0
96,Tc,43,17805.0,6.0,14030.0,5.0,1793.0,5.0
96,Ru,44,19639.0,3.0,12244.0,0.0,1696.0,0.0
96,Rh,45,22922.0,10.0,10107.0,10.0,3186.0,10.0
96,Pd,46,26223.0,5.0,8177.0,5.0,4307.0,5.0
96,Ag,47,28245.0,6181.0,90.0,3937.0,90.0,26621.0
97,Kr,36,7407.0,131.0,31542.0,9133.0,21157.0,130.0
97,Rb,37,8770.0,20.0,29326.0,8053.0,430.0,17602.0
97,Sr,38,9604.0,6.0,27000.0,18.0,6870.0,4.0
97,Y,39,11055.0,9.0,24807.0,21.0,5926.0,10.0
97,Zr,40,13425.0,0.0,22401.0,5.0,5281.0,7.0
97,Nb,41,14962.0,4.0,18974.0,8.0,3803.0,11.0
97,Mo,42,15975.0,0.0,16462.0,0.0,2847.0,0.0
97,Tc,43,17345.0,6.0,15016.0,4.0,2436.0,4.0
97,Ru,44,18805.0,9.0,12986.0,2.0,1738.0,2.0
97,Rh,45,20399.0,35.0,11154.0,35.0,1416.0,35.0
97,Pd,46,23982.0,5.0,8926.0,10.0,3014.0,5.0
97,Ag,47,27371.0,7063.0,110.0,4238.0,110.0,23636.0
98,Rb,37,9157.0,16.0,30784.0,9394.0,17925.0,17.0
98,Sr,38,9641.0,9.0,27921.0,20.0,7500.0,12.0
98,Y,39,10101.0,9.0,25518.0,8.0,6156.0,8.0
98,Zr,40,11990.0,8.0,22940.0,11.0,4865.0,8.0
98,Nb,41,14064.0,5.0,19766.0,7.0,3598.0,8.0
98,Mo,42,15463.0,0.0,17255.0,0.0,3271.0,0.0
98,Tc,43,16753.0,6.0,15407.0,3.0,2488.0,3.0
98,Ru,44,18287.0,6.0,14007.0,6.0,2235.0,6.0
98,Rh,45,19630.0,15.0,11931.0,12.0,1441.0,12.0
98,Pd,46,21280.0,6.0,9818.0,4.0,1162.0,5.0
98,Ag,47,24697.0,95.0,7956.0,34.0,2583.0,33.0
99,Rb,37,8744.0,4.0,31644.0,9775.0,19528.0,7.0
99,Sr,38,10082.0,5.0,29675.0,130.0,8787.0,19.0
99,Y,39,10671.0,9.0,26708.0,6.0,7183.0,21.0
99,Zr,40,10820.0,10.0,23617.0,11.0,4925.0,12.0
99,Nb,41,12872.0,12.0,20791.0,13.0,3551.0,13.0
99,Mo,42,14568.0,0.0,17605.0,0.0,2735.0,0.0
99,Tc,43,16246.0,4.0,16300.0,4.0,2966.0,1.0
99,Ru,44,17647.0,2.0,14658.0,0.0,2338.0,0.0
99,Rh,45,19126.0,36.0,12934.0,7.0,1984.0,8.0
99,Pd,46,20519.0,6.0,10640.0,5.0,1149.0,10.0
99,Ag,47,22029.0,110.0,8692.0,36.0,796.0,7.0
99,Cd,48,25620.0,6703.0,5.0,2390.0,3.0,21987.0
100,Rb,37,8020.0,25.0,32575.0,10509.0,21080.0,22.0
100,Sr,38,9540.0,7.0,30088.0,9166.0,21.0,16556.0
100,Y,39,11175.0,13.0,27536.0,19.0,8397.0,11.0
100,Zr,40,11233.0,11.0,24532.0,8.0,5878.0,11.0
100,Nb,41,12415.0,9.0,22080.0,11.0,3886.0,10.0
100,Mo,42,14219.0,0.0,19484.0,8.0,3179.0,0.0
100,Tc,43,15731.0,3.0,17074.0,5.0,2843.0,1.0
100,Ru,44,17145.0,6.0,15689.0,0.0,2857.0,0.0
100,Rh,45,18558.0,21.0,13736.0,18.0,2194.0,18.0
100,Pd,46,20034.0,18.0,11565.0,18.0,1557.0,17.0
100,Ag,47,21214.0,33.0,9540.0,12.0,875.0,11.0
100,Cd,48,22700.0,51.0,7451.0,5.0,436.0,4.0
101,Sr,38,8946.0,9.0,31143.0,10326.0,130.0,17841.0
101,Y,39,10553.0,9.0,28517.0,8.0,8966.0,7.0
101,Zr,40,11687.0,13.0,25222.0,9.0,7009.0,9.0
101,Nb,41,12698.0,12.0,22819.0,7.0,5194.0,7.0
101,Mo,42,13692.0,0.0,20477.0,10.0,3002.0,0.0
101,Tc,43,15159.0,24.0,18587.0,26.0,3163.0,24.0
101,Ru,44,16475.0,0.0,16565.0,0.0,2838.0,0.0
101,Rh,45,17973.0,8.0,14662.0,5.0,2612.0,7.0
101,Pd,46,19392.0,6.0,12384.0,4.0,1736.0,5.0
101,Ag,47,20764.0,7.0,10331.0,8.0,1161.0,35.0
101,Cd,48,22047.0,2.0,8231.0,5.0,455.0,5.0
102,Sr,38,8481.0,67.0,31685.0,10273.0,19428.0,67.0
102,Y,39,9988.0,11.0,29504.0,19.0,9228.0,16.0
102,Zr,40,11352.0,11.0,26344.0,11.0,7589.0,9.0
102,Nb,41,12649.0,8.0,23555.0,11.0,6434.0,8.0
102,Mo,42,13515.0,8.0,21766.0,11.0,4704.0,11.0
102,Tc,43,14694.0,9.0,19353.0,12.0,3473.0,10.0
102,Ru,44,16021.0,0.0,17491.0,0.0,3415.0,0.0
102,Rh,45,17334.0,19.0,15340.0,6.0,2776.0,7.0
102,Pd,46,18833.0,17.0,13253.0,0.0,2103.0,6.0
102,Ag,47,20251.0,9.0,11233.0,19.0,1496.0,14.0
102,Cd,48,21607.0,2.0,9024.0,17.0,763.0,5.0
102,In,49,22524.0,182.0,7134.0,6.0,53.0,33.0
102,Sn,50,23794.0,317.0,5318.0,100.0,276.0,112.0
103,Y,39,9539.0,13.0,30191.0,9761.0,11.0,16571.0
103,Zr,40,10792.0,12.0,27068.0,12.0,7718.0,10.0
103,Nb,41,12279.0,5.0,24545.0,8.0,6803.0,7.0
103,Mo,42,13583.0,9.0,22372.0,12.0,5764.0,13.0
103,Tc,43,14401.0,25.0,20290.0,10.0,4693.0,15.0
103,Ru,44,15451.0,0.0,18325.0,0.0,3721.0,0.0
103,Rh,45,16761.0,6.0,16265.0,24.0,3128.0,2.0
103,Pd,46,18167.0,4.0,14077.0,0.0,2256.0,0.0
